raw_text,teencode_ratio
thiếu học chính là thứ làm mọi thứ tồi tệ hơn.,0.0
"tao cũng ghét đi học vl, ghét cả đi làm nữa, nhưng đéo học thì đéo có tương lai, đéo đi làm thì đéo có tiền.",0.0
Tao chỉ muốn ngủ thôi dcm!!,0.0
Sau đi làm còn khổ hơn em ạ :)))),0.0
"Áp lực lúc học của e có thể cao do e học chưa tốt, e có thể cố gắn hơn nè.",0.0
"cứ mỗi lần chán học là tui nghĩ ngay 2 câu thần chú này ""Mây tầng nào gặp gió tầng ấy"" và ""Học thêm 15p nữa là cộng thêm 10tr"" =)))).",0.0
Mà công nhận lười đi học thiệt,0.0
"Điều đó có thể rất áp lực, nhưng em hãy tập “ngước lên” và “nhìn xuống”.",0.0
Bạn đang rất dũng cảm khi nhìn nhận những khó khăn của mình.,0.0
Việc không biết nguyên nhân là gì cũng làm gia tăng cảm giác chai lì.,0.0
Bạn có thể tìm đến sự trợ giúp tâm lý để có người đồng hành và xác định thực sự vấn đề của mình là gì,0.0
có thể cải thiện như thế nào.,0.0
Mong bạn sẽ vượt qua được giai đoạn này nhaaaa☘️,0.0
"Bạn tham khảo chia sẻ của mình nhe, mong bạn sớm tìm được nơi khám tốt",0.0
"Tập thể dục đi bạn, bất cứ món nào bạn thấy thích: yoga, chạy bộ, gym, cầu lông.",0.0
Cơ thể có vận động tự nhiên suy nghĩ tích cực không ngờ luôn đó.,0.0
Do mình lựa chọn.,0.0
"Cơ thể, suy nghĩ đều do mình làm chủ, bệnh tâm lí do mình gây ra.",0.0
Cơ thể của mình rất quý nên hãy trân trọng,0.0
🫂 gửi bạn cái ôm từ tận đáy lòng 🫀,0.0
Họ kết luận dựa vào những gì được bày ra trước mắt họ.,0.0
nói là phải tự giải quyết,0.0
"Mình tự thấy mình lười thiệt, hay mình bị tâm lý nên mới lười như vậy?",0.0
Người Nhút nhát rất ngại thể hiện nói lên suy nghĩ và ngại hành động vì trong họ có nhiều nổi sợ nên chọn im lặng.,0.0
Gọi tắt là Tự Ti.,0.0
Người Hướng nội thường dành thời gian suy nghĩ nhiều hơn nói chuyện phiếm nhưng có khả năng nói rất nhiều khi cần hoặc trong môi trường thuộc cùng mindset với họ.,0.0
Họ có thể dành hàng giờ để deep talk về những câu chuyện sâu sắc.,0.0
"Im lặng với họ là khi năng lượng xã hội đã bị giảm nên họ cần sạc lại năng lượng, khác hoàn toàn với sợ hãi.",0.0
Vậy người không có suy nghĩ nào trong đầu thì sao nhỉ 🤔 đôi khi rất muốn nói gì đó nhưng lại không biết phải nói gì,0.0
yess em mình nhỏ í không có nhu cầu làm quen với bạn mới nên đi học thêm 3 năm một chỗ mà không nói chuyện với ai cả nhưng những bạn học chung từ bé hoặc con của bạn mẹ mà chơi với nhau lâu thì em mình lại nói nhiều,0.0
kể nhiều và mấy ẻm còn giữ chuỗi tiktok chăm hơn mình nữa🥲,0.0
Tui thương xuyên đi ăn dookki một mình 😇 đi net một mình -> Tôi hướng nội Tui thích đi ăn dookki và đi net một mình nhưng tôi chưa từng dám thử vì thấy sợ và ngại -> Tôi nhút nhát,0.0
nhút nhát như kiểu bệnh sợ xã hội sợ mọi người suy nghĩ về mình,0.0
Tui thích sự hướng nội và nhút nhát của mình.,0.0
Thực ra chỉ cần được động viên và ở trong đúng môi trường thì cảm giác mình chẳng hề nhát như mình nghĩ.,0.0
Sự thật về tâm lý con người Làm thế nào để phân biệt giữa người hướng nội và người nhút nhát???,0.0
"- NGƯỜI HƯỚNG NỘI: Họ có thể nói rất nhiều trong 1 nhóm nhỏ, trong 1 môi trường họ thuộc về, nhưng luôn im lặng trong đám đông.",0.0
- NGƯỜI NHÚT NHÁT: Họ có rất nhiều suy nghĩ trong đầu nhưng hầu như lúc nào cũng im lặng.,0.0
ủa thật à?,0.0
"Trước khi đi ngủ, tôi bỗng nhiên có 80 tỷ trong tài khoản...",0.0
1 là suy nghĩ về điều tốt đẹp để dễ ngủ => được 1p là chìm sâu luôn.,0.0
2 cách đều ngủ ngon điên và quan trọng là sáng hôm sau tỉnh dậy bật mood mình đẳng cấp méo ai bằng =)))))),0.0
"Khi gặp đúng chủ đề yêu thích, người ADHD có thể tập trung ở mức độ sâu hơn cả người bình thường.",0.0
Nghiên cứu của Hupfeld và cộng sự (2018) đã xác nhận rằng những người trưởng thành mắc ADHD trải nghiệm trạng thái Hyperfocus thường xuyên hơn và mạnh mẽ hơn trong các lĩnh vực họ đam mê so với nhóm đối chứng.,0.0
Đây là lý do tại sao nhiều người ADHD cực kỳ thành công trong các lĩnh vực sáng tạo hoặc kỹ thuật chuyên sâu.,0.0
+1 KIẾN THỨC TÂM LÝ,0.0
"tôi đã bỏ lỡ cơ hội apply PR, và mỗi ngày tự trách mình sao lại chủ quan thế này.",0.0
Anh ơi em cũng đang có hứng thú với ngành này thì nên bắt đầu từ đâu ạ,0.0
Em rất cảm ơn nếu anh share ạ,0.0
Thường thì những người có Neptune mạnh thường dễ bị ảnh hưởng bởi hình ảnh trên mạng xã hội,0.0
họ nhìn thấy highlights của người khác và tin rằng cuộc sống của họ không tốt bằng,0.0
mà quên rằng mọi người chỉ chia sẻ phần tốt đẹp nhất của họ.,0.0
Neptune tạo nhiều góc chiếu với personal planets,0.0
Cảm ơn bạn 🙏,0.0
Là một người đã hoàn thành khoá tâm lý học ở Stanford để mình nói với bạn rằng: Bạn không phải là một kẻ thất bại,0.0
bạn chỉ đang so sánh chương khó nhất của đời mình với highlights của người khác.,0.0
Câu nói của bạn thật là tạo động lực cho mình (ít nhất là sáng nay) 😌 Thay vì đi so sánh thì mình tìm người giỏi và học theo những điều tốt từ họ 😎,0.0
Lời nói này... sao mà dễ thương quá,0.0
Nhưng có 1 nghiên cứu cho rằng ADHD khi càng lớn nó sẽ từ từ hết,0.0
+1 KIẾN THỨC TÂM LÝ:,0.0
Huhuhu đã ADHD mà còn là mẹ bỉm lần đầu nữa 😭😭😭😭 huhuhu cần lắm cách khắc phục,0.0
"Người ADHD thường biết rất rõ mình nên làm gì, nhưng họ lại không thể bắt đầu làm việc đó.",0.0
"Nhưng từ từ mình quên sạch cảm giác đó, những chuyện từng xảy ra và mình chỉ biết là mình đã từng trải qua như vậy thôi.",0.0
Này thì tui không chắc nhưng dạo gần đây tui nhận ra là có những chuyện xảy ra trong đời tui mà tui không còn nhớ là nó từng hiện diện,0.0
khi người ta nhắc lại thì tui kiểu :”ủa là có á?”,0.0
Nghe vụ này yummy ó,0.0
"Mình có một người bạn đang học NCS tại Nhật lĩnh vực Human Insight Studies, nghiên cứu tư duy và hành vi con người trong bối cảnh AI.",0.0
"Bạn ấy đang có 1 dự án nhỏ dành cho những người từng rất nỗ lực, được kỳ vọng, nhưng lại đang cảm thấy chững lại và hoang mang.",0.0
Tâm lý học,0.0
Đỉnh cao của chấn thương tâm lý là: Não bộ làm phai mờ gần như quên lãng tất cả nỗi đau... Nhưng cứ có một ngày nào đó tim bạn trống rỗng,0.0
cơ thể đòi sống đòi chết.,0.0
"Nếu bạn muốn hiểu rõ hơn bản thân mình, hoặc chỉ cần một nơi để nói ra, mình có thể gửi link đăng ký buổi trò chuyện thử.",0.0
Bạn cứ ib mình nhé.,0.0
sự thật đúng là vậy bởi vậy con nít có thể hiện kiểu nổi loạn thì nên mừng ít ra nó biết bảo vệ nó chỉ cần kiên nhẫn với nó không nổi giận với nó rồi nói chuyện bình đẳng với nó nó sẽ hiểu chuyện đúng cách,0.0
sau đi khám ra tự kỉ,0.0
"về phía gia đình mình thì đôi lúc họ sẽ nhăn nhó, nói điều tiêu cực dù mình hết sức nhỏ nhẹ.",0.0
Những lúc ấy mình sẽ nổi loạn một cách có chủ đích - nhằm để họ biết rằng mình không phải kiểu dễ bị bắt nạt - cho đến khi họ phải xuống nước với mình thì mình mới nói chuyện lại với họ.,0.0
Mình cho rằng chữa lành là một chuyện,0.0
nhưng phải nhận biết nguồn cơn gây ra và học cách đối phó cũng quan trọng không kém để bảo vệ bản thân mình.,0.0
"Đúng rồi ạ, chỉ có bản thân mình mới là người có thể đứng ra giải quyết được những vấn đề của mình một cách tốt nhất.",0.0
Sự thật về tâm lý con người Những đứa trẻ lúc nhỏ biểu hiện càng ngoan càng hiểu chuyện,0.0
thì sau khi lớn lên lại càng có nhiều vấn đề tâm lý.,0.0
Tại sao lại có nghịch lý như vậy?,0.0
Bởi vì sự đè nén quá lâu và vì vết thương lòng thuở ấu thơ.,0.0
Xin nguồn với bạn,0.0
"uayy, giờ mới biết và xác nhận là đúng nhé.",0.0
Có những chuyện mình muốn chấm dứt hết cho xong thật sự là hết đường để chọn nghĩ là sau khi mất rồi có lẽ mỗi thứ sẽ yên ắng hơn không còn giày vò bản thân và đầu óc nữa,0.0
Đưa lẹ tui cây súng =)) nhanh gọn lẹ,0.0
"​Ý nghĩ 44 thường xuất phát từ nỗi đau cảm xúc không thể chịu đựng nổi, chứ không phải là một khát khao thực sự muốn lìa đời.",0.0
"​Khi bộ não bị quá tải nó có thể rơi vào trạng thái ""tầm nhìn đường hầm"" (tunnel vision)",0.0
khiến bạn cảm thấy như thể mọi lựa chọn khác đều đã biến mất.,0.0
Sự thật tâm lý:,0.0
1 lần nãy ra ý định thì bên ý chí còn lại tự an ủi rằng không sao cố gắng thêm chút nữa hãy vì bản thân còn 1 bên thì chấm dứt luôn là khỏe,0.0
Cảm ơn bạn nha ❤️,0.0
"Vậy đừng rời đi, có thể bạn không tin nhung tôi hay rất nhiều người khác đều rất cần bạn.",0.0
"Sự thật về tâm lý con người: "" Người nhút nhát từng là những đứa trẻ rất năng động và hoạt bát.",0.0
"Do thường xuyên bị đánh giá và chỉ trích nên chúng tạo ra sự nhút nhát như một cơ chế tự vệ. """,0.0
xong ngay đợt dịch bắt đầu rầu lo mọi thứ rồi trầm hẳn cũng va vấp nhiều thứ nựa,0.0
một số đứa thì có vẻ hướng nội hơn 1 chút mình nghĩ ra do tính cách bẩm sing từng đứa nữa,0.0
tiếp xúc mới biết cha mẹ cực kỳ nghiêm khắc làm sai chuyện nhỏ cũng bị mắng nhiếc rất nặng nề,0.0
nên đứa nhỏ dần không tự tin vào năng lực bản thân nhìn rất thương,0.0
nghe đau lòng thật,0.0
Đúng như rằng nhút nhats có 2 loại đến từ gia đình và chỉ trích những lời đánh giá của ngừoi xung quanh,0.0
đôi khi cần phải mạnh mẽ giữa cuộc đời,0.0
vào cấp 3 rồi tính nhút nhát dè dặt cực kỳ,0.0
"Sau tất cả, chỉ cần bình yên bên nhau thôi",0.0
Bạn tui nè.,0.0
Yêu kiểu đó đỡ mệt vl,0.0
sau cùng thì chia tay vì vài lí do không drama xích mích chỉ đơn giản là không muốn chia sẻ cuộc sống cho nhau nữa,0.0
nhất là khi bạn bè của đối phương không dành sự tôn trọng cho mình.,0.0
2 là người ngoài nhìn vô nói ra vào,0.0
"Vì càng ít bị soi mói, càng bền lâuu",0.0
+1 từ vựng mới,0.0
+1 fact là bên hàn có từ 중이병 có nghĩa là bệnh lớp 8 =))),0.0
thiêk thầk hỏ-),0.0
1 tuần ra hơn 100 chương,0.0
Topic: Một drama trong vbiz mà bạn thấy nó nhảm vl,0.0
TBTN bị chửi vì spam quảng cáo Sportify??,0.0
Negav bị chửi phông bạt:),0.0
"Vụ Negav bị phốt giả nghèo ấy, thề hài đell chịu được.",0.0
Còn drama nào nhảm hơn mấy trò hate train Tân binh.,0.0
"Mới đây thôi, fan joke trong vòng fan cũng bị táp lãng nhách nữa mà",0.0
mà chị ấy còn đứng sau tất cả nữa :)),0.0
Drama tình cảm bộ ba Trâm - Tùng - Tú,0.0
nói nghèo với dân trí thấp là dãy đành đạch cãi nhau,0.0
Công nhận là bài có ý đúng thiệt nhưng nó chỉ giúp được tạm thời thôi ấy.,0.0
"Vấn đề nó vẫn còn ở đó, lâu lâu nó úp sọt phát là ối dồi ôi khổ gần chết.",0.0
Viết dấu chấm và viết hoa đúng nữa nha,0.0
"đâu phải đơn giản hoá bạn mình nghĩ chủ tus sai ở câu ""để loại bỏ trầm cảm"" thôi",0.0
còn lại những gì chủ tus khuyên thì cực kỳ tốt luôn á,0.0
đối với các bạn chưa đến mức trầm cảm mà ở mức tiêu cực hay ovtk thì tập mấy thói quen đó cũng cải thiện nhiều lắm á,0.0
:)))))))) Hay Chuyên viên tâm lý cút hết ra gầm cầu luôn,0.0
"Trung bình mấy cuốn sách, video self help trên mạng:",0.0
để loại bỏ trầm cảm: hãy bỏ đường hóa học.,0.0
uống nhiều nước sạch.,0.0
hãy tắm nắng.,0.0
hãy vận động.,0.0
hạn chế tiệc tùng.,0.0
không xem p*rn.,0.0
ăn mặc chỉn chu.,0.0
kiếm đủ tiền.,0.0
hãy thơm tho.,0.0
và nói ít lại,0.0
Đổi luôn bạn thân lẫn crush ngay liền cho tôi 🫵🏻 không có cái kiểu bạn thân nào nó hãm l như vậy,0.0
đã thế cush còn cười cợt vô duyên vc!,0.0
"Thích thì để trong lòng thôi , nhiều lúc chno hăng quá mình cũng vc ra ấy",0.0
vô duyên vl đhs,0.0
Bài học rút ra là gi?,0.0
CHỌN BẠN MÀ CHƠI,0.0
Ơ cái đm vô duyên bỏ mẹ ra ấy:),0.0
coá thể lói là xuyên giáp luông =))),0.0
Mọi người sợ cái đí hả.,0.0
Team mê gà Jbee mà muốn tiết kiệm?,0.0
"Vô đây nè, e nhận oder rẻ hơn tại quán tới vài chục nghìn luôn 💌 Combo đủ kiểu, chỉ cần ib!",0.0
Hỏi câu đó đúng xịt keo cứng ngắt luôn 😓,0.0
":))))) moẹ, ai biết gì đâu",0.0
Hehe hồi đó cũng được crush giảng toán cho.,0.0
ừ xịt keo thật :))),0.0
Đúng vậy trải qua nhiều chuyện rồi đau cũng nhiều buồn cũng nhiều nên học được cách không cần cái gọi là bạn thân nữa,0.0
"Hong sao người ơii, cái gì khó quá cứ đổ cho duyên phận là được",0.0
"nhưng khi chơi với ai đó đủ lâu mình lại mong muốn nhiều hơn, đôi lúc nó lại mang lại gánh nặng cho mình và cả người khác",0.0
Tui đã nhận ra điều này quá muộn.,0.0
Đó là suy nghĩ của mình lúc hồi cấp 2,0.0
hiện tại ở môi trường mình đang tiếp xúc thấy cái này khá đúng nhiều khi dây dưa vào thì lại mang hoạ vào thân,0.0
"đúng chuẩn câu ""trong 1 đám người gù mình bạn là người thẳng thì họ coi bạn là kẻ lập dị""",0.0
Ủa chứ muốn sao?,0.0
Cái thói im re tự tách biệt với mọi người.,0.0
Còn bắt mọi người phải cư xử giao tiếp bình thường với mình hả.,0.0
"Có ai ép im lặng, không nói chuyện, không giao tiếp không?",0.0
Có một sự thật là trong một tập thể chỉ cần bạn cứ im lặng không nói chuyện không bắt chuyện với ai,0.0
luôn ngồi một góc hay chỉ cần cư xử khác với mọi người là bạn mặc định trở thành kẻ lập dị,0.0
"Biết ơn đi bạn, nhờ vậy mới nhìn rõ được mặt nhau.",0.0
Tiếp tục phát triển và rồi sẽ gặp được những người bạn thật sự thôi.,0.0
ma ni phét nhiều nhiều luôn áaaaa,0.0
ai uống gì nó tự động app nó chia ra hết kể cả ship và mã giảm giá,0.0
"eo, hãm thế",0.0
Cái nhóm E lò vi sóng dùm đi má,0.0
bà cũng i chang tui hả:),0.0
"(2) Cảm ơn anh vì đã không chỉ là một người tình, mà còn là một điểm tựa, một thực tại dịu dàng nhất mà em từng có.",0.0
4 năm không quá dài để thấu hết một đời nhưng đủ để em hiểu rằng: hóa ra những câu chuyện cổ tích vẫn có thể xảy ra,0.0
"ngay giữa lòng cuộc đời bình dị này.""",0.0
xin vũ trụ hãy lắng nghe clingy và nerdy boyfriend 🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻,0.0
"(1)""Đã gần 4 năm trôi qua, em vẫn không tin anh là thật.",0.0
Có những buổi sáng thức dậy nhìn thấy gương mặt anh cạnh bên,0.0
em vẫn tự hỏi liệu mình có đang đánh cắp hạnh phúc của một ai khác hay không?,0.0
Thế giới ngoài kia vẫn ồn ào và đầy rẫy những đổi thay nhưng trong vòng tay anh,0.0
thời gian dường như ngưng đọng lại ở khoảnh khắc bình yên nhất.,0.0
Ôi zồi tin được không -)),0.0
chỉ bic ước,0.0
ÔNG TRỜI ƠIIII HÃY BAN CHO CON MỘT CHIẾC BẠN TRAI THÍCH LÀM NŨNG THÍCH SKINSHIP THÍCH ĐƯỢC VUỐT VE VÀ XOA ĐẦU,0.0
THÍCH BÁM DÍNH LẤY CONNNNN 😭😭 CLINGY BOYFRIEND CỦA CON ĐANG Ở ĐÂUUUUUUUUUU,0.0
nhất là mấy đứa đu show sống còn,0.0
tôi đồng tính!,0.0
Học thì đéo học đăng mấy bài nhảm l cộng điểm,0.0
năm nay cva sale chuyên anh nhé...,0.0
"cộng điểm vượt khó cho fan exo, ưu tiên bía cbx, otp chanbaek😔",0.0
Ngay và luôn,0.0
"TRẠNG THÁI TÂM LÝ CỦA CÁC CON HIỆN GIỜ ĐÉO ỔN, XIN SỞ GIÁO DỤC NHẸ NHÀNG THÔI Ạ",0.0
Khôn thế quê chị đầy,0.0
Nói: em ơi ly em 42 mà sao chuyển có 40k vậy em.,0.0
Rồi phần kết sao nữa bà thơ.,0.0
"Thì nói thẳng ra, thân nhau lắm hay gì mà ngại nói thế.",0.0
"Hoan hỉ lần này, lần sau né nó ra nhé fen",0.0
có xí tiền thoy mà khôn lỏi làm mất giá trị con người hẳn =))))),0.0
Mạnh ai nấy trả tiền đi,0.0
Khôn lõi thế,0.0
"Bé chung chỗ làm rủ đặt nước chung, mà ly nó 42 ngàn ly em 22 ngàn.",0.0
Tổng bill là 81k xong kêu chia 2 🤣,0.0
Chưa bao giờ muốn lò vi sóng như hôm nay,0.0
rồi buộc phải buông bỏ vì thực tế phũ phàng...T hiểu cảm giác đó vậy nên chúc kì tích sẽ xảy ra nha❤️,0.0
mắ hồi đó cũng mong soojin vào lại nhóm 🥹🥹🥹,0.0
"Có Sunmi (Wonder Girls), Nicole và Jiyoung (KARA) nha.",0.0
"Nhưng phải đợi, đợi lâu phết đấy",0.0
nhưng vì dưới trướng có mỗi 2 nhóm nên bóc heeseung vì ổng đa tài…,0.0
"Nói nghe buồn vcl, vì 2 trường hợp quay lại kia, Wonder Girls comeback 3 lần rồi tan rã, KARA là tái hợp sau thời gian đóng băng.",0.0
"tập thể dục hoặc làm gì đó đi bà, hiệu quả lắm á",0.0
Còn ngủ nhiều thêm sẽ bị uể oải mệt mệt lười lười ý (dù ngủ nướng vẫn thích vcl),0.0
Ngủ nhiều cũng mệt á =)))).,0.0
"Đợt mình stress mình ngủ đâu đó 16 tiếng một ngày, ngủ thì tâm nó yên nhưng nó lại khiến mọi thứ trở nên tệ hơn thôi.",0.0
Mình tâm sự một chút nha.,0.0
Không biết có ai như mình không.,0.0
Bạn thân mình chơi thân với đứa khác là mình khó chịu.,0.0
"Kiểu như bạn mình là của mình, chỉ được phép chơi với mình, phải coi mình như ngoại lệ vậy đó.",0.0
Liệu như vậy mình có có quá ích kỉ hay gia trưởng không nhỉ?.,0.0
điều khiến 1 đứa trẻ trở nên giỏi nói dối: gia đình khó,0.0
"người yêu mà hay đánh mình , liệu có gia trưởng khum ạ ?",0.0
“Có một gia đình tan vỡ.,0.0
Tốt nhất đừng vướng vào tình yêu..”,0.0
Tôi đọc ở đâu đó:,0.0
Cho con 1 bà la sát 🙂‍↕️,0.0
Không mấy ghi âm cũng được,0.0
"dear Santa một chị ny gia trưởng và chiều con, sẵn sàng call nghe con luyên thuyên cả tối 😭😭",0.0
"Dear, con cũng ước giống bản:))",0.0
"Dear Ông Bụt, Con cũng ước giống bạn ấy",0.0
"mẹ thì anger issues, bố thì cái ego to bằng quả núi.",0.0
tôi mệt cái gia đình này quá,0.0
thật ra thì cả 2 cùng có anger issues và ego to đùng,0.0
Bạn xin kiểu quái gì mà khiến một người gia trưởng bị ptsd như vậy :)),0.0
Là sang chấn tâm lí ba ơi,0.0
"Mình cứ nói 1 câu lặp đi lặp lại 100 lần, đặc biết là phải thì thầm vào lỗ tai nó mới creepy",0.0
ptsd là dì dị bạn,0.0
cười vl =))),0.0
Bị phô tô shop dừng hả,0.0
Nó mang 1 phần thôi bà.,0.0
Nhưng tui mất lòng tin vào yêu đương nên tui sẽ tin sự việc trên là thật và né ra ấy😊.,0.0
"Kiếm xiền, ăn ngon mặc đẹo chẳng phiền đến ai🤭🤭🤭",0.0
Chia buồn vì trải nghiệm bạn gặp phải.,0.0
Bạn cũng có thể tìm hiểu chiêm tinh nha.,0.0
Nó đi khá sâu vào tâm lý tính cách và xu hướng lựa chọn của mình.,0.0
Mình có nhận xem bản đồ sao.,0.0
Nếu bạn quan tâm ib nhé,0.0
Mình là mệnh cô quả khó lấy chồng nyc theo lá số là lần rung động cuối của mình,0.0
Coi ở đâu vậy ạ,0.0
Về lá số: 10 năm trước mình có rút lần đầu và đẹp rất đúng cho công việc năm đó nên cũng tin đấy.,0.0
Mặc dù trong cviec rất nhiều biến số không đoán được trước Nhưng tình duyên cần Thử thách và khéo léo nắm về các mối quan hệ hiện tại của người ấy… có thể đoán ra.,0.0
Khi đoán ra cần khéo hỏi …,0.0
"Mệnh nó chỉ là 1 phần thôi nà, thả lỏng tinh thần ra nha.",0.0
Nếu bạn chọn hướng rẽ khác thì nó sẽ khác ấy.,0.0
Nhiều người mệnh tốt mà thực tế họ không tốt như vậy.,0.0
"Đấy, phải vậy mới khắc chế được",0.0
Dm cười chết????,0.0
Top 1 cách khắc chế mấy ông bô,0.0
Xin.... tiền... gia trưởng... bố.... khoá cửa.... sợ....,0.0
"Con tướng này mạnh quá, chắc xài skin thần tài nên tung chiêu là ""xin tiền"" )))))",0.0
Chân kinh cần ghi chép lại,0.0
Biết 1 thức thôi là đủ thắng rồi,0.0
Nói hay đấy 👏🏻,0.0
Khắc chế ngay =)),0.0
Biến nỗi đau thành sức mạnh hả?,0.0
Topic: hãy kể một điều bạn cho là biến thái nhất chúng tôi nghe và không nói gi=)),0.0
Đối với mình thì mình đã gặp biến thái 2 lần rồi và đều là thời học sinh vẫn còn đi học.,0.0
Topic: Bạn từng gặp biến thái bao giờ chưa?,0.0
Lần thứ 1: là năm cấp 2 mình đang đi bộ với bạn mình thì bỗng có 1 ông già dê,0.0
ổng đi xe đạp chạy vụt qua tay ông đó đụng voi ngực mình mà may lúc đó mình đang để tay trước ngực nên ông đó đụng trượt mà lúc đó mình với bạn mình hết hồn luôn.,0.0
"tệ làm sao nhà mình thì nghèo từ bé, ba mình thì cờ bạc, rượu chè, ba mẹ mình đã ly dị.",0.0
tệ làm sao chị ruột mình có những hành vi biến thái với mình.,0.0
"tệ làm sao mình phải tự đi làm để đóng tiền Đại Học, phải tự lập năm 18 tuổi.",0.0
một cuộc đời khá buồn.,0.0
Tôi ước gì khi đụng đến mấy hành vi biến thái bạo lực tội phạm,0.0
họ ồn ào và mạnh mẽ lên án như việc người trans đi đái ở đâu.,0.0
"Ể, cho hít với",0.0
Topic: Thứ mọi người nghiện nhưng nó hoàn toàn hợp pháp :)))),0.0
Mùi mèo lâu ngày,0.0
Chuẩn thế chứ nị,0.0
Truyện trôn có lài có màu full hđ,0.0
"Truyện gay, truyện lét, phim gay, phim lét, concert, card và tiền",0.0
Sơn Hoàng Nguyễn 😎,0.0
vãi lìn thiet chớ🤣,0.0
Về sùi mào gà tay,0.0
Ẩu rồi =)),0.0
Má có thể cười đến chết,0.0
cừ xỉu má ơi,0.0
Khi gặp biến thái hãy như trong video :)))) chứ hoảng hốt là chỉ làm tụi nó khoái thôi.,0.0
bả kêu bả nghiến răng nghiến lợi để bấu hết sức bình sinh làm thằng đó nó la quá trời :))))),0.0
công viên gia định có thằng già chạy wavealpha xanh mạ cũng vầy nha :) bà nào yếu vía đừng đi 1m,0.0
vl đây thằng Trần Hải Đăng ở Sóc Sơn Hà Nội mà,0.0
trước cổng trường e mình cũng có một bãi:)),0.0
Thì muốn biết cách bạn nhìn nhận mọi thứ mà bạn quan tâm sẽ như nào á,0.0
"Thì đó, vậy cũng không hiểu hả",0.0
Nghịch tới mức kêu call để xem ảnh lọ rồi kêu là gửi ủ dánh cho ảnh bắt sóc bỏ lọ,0.0
Đừng để avatar gì để họ nhận ra là nữ nữa thì hết thôi,0.0
hầy mấy ông ế lâu năm thành ra thế,0.0
Ờm.... tui bắt đầu mún nói chuyện với bạn rồi đó,0.0
Tưởng đấy là gu của các chị em,0.0
để mấy ông ấy gặp mấy bà lớn tuổi mới trị được 🤣🤣🤣,0.0
"Tui đi nhiều chuyện á bà , muốn nghe bà tâm sự linh tinh , kiểu vậy á",0.0
Nghiệp chưa hết.,0.0
Duyên dâm chưa tận 😂,0.0
Phải quen dần đi thôi .,0.0
"Cơ hội để hết ế là kiếm mấy anh gạ 18 hay xăm trổ , nghịch nghịch ấy",0.0
Ngbt đây nài,0.0
"🫠 tôi cũng xin lỗi, tôi bị ngu.",0.0
"Mình làm tham vấn trị liệu muốn lắng nghe nỗi đau mà bạn đang chịu đựng, mà chẳng nói được cùng ai.",0.0
"Khi bạn mắc lo âu, trầm cảm điều bạn khó chịu nhất muốn thoát khỏi ngay lập tức là gì?",0.0
Mình từng bị trầm cảm nghiêm trọng trong mấy năm 🙂‍↕️ nó kéo theo hệ lụy là kích thích ruột+ trào ngược dạ dày,0.0
Khi nào tâm trạng mình ổn định thì không sao Có chuyện stress là nó tái phát ngay mặc dù mình ăn uống rất đều độ và không ăn bậy bạ Mỗi lần mình bị là nó cào ruột mình mất ngủ cả đêm =))),0.0
"ui siêu thích bộ này, đọc xong lụy mất gần nửa tháng mới đọc được bộ khác",0.0
còn có ktt nữa cơ mà tại truyện không nổi nên không có người dịch,0.0
stress công việc và luôn nghĩ về những ngày tồi tệ nhất của bản thân.,0.0
"Lướt tóp tóp đến những vid xúc động thì thường dễ rơi nước mắt, thích nghe nhạc buồn khi trong trạng thái rối bời nhất.",0.0
NAM MÔ A DI ĐÀ PHẬT.,0.0
"Những lúc tâm trạng không tốt, đừng cố gắng quá làm gì.",0.0
90% lo lắng không thành sự thật đâu!,0.0
Nếu chưa thì mong bạn tìm được bác sĩ giỏi và tốt để khám và điều trị.,0.0
Mau khoẻ nghen.,0.0
Hãy ngưng: - Theo dõi những trang/ người tiêu cực để không bị năng lượng xấu kéo bạn theo.,0.0
- Ngưng đọc tin tiêu cực.,0.0
"Cố lên, dù bản thân mình cũng y như bạn mỗi ngày vẫn khóc vật vã.",0.0
"Lướt toptop, ở 1m cả ngày không muôn đi đâu hay gặp ai cả.",0.0
THẬT SỰ RẤT MỆT Ạ,0.0
Hãy: - Viết ra những lo lắng của mình.,0.0
Viết là cách khiến bản thân giải toả và suy nghĩ thấu đáo hơn.,0.0
- Khóc thoải mái.,0.0
- Làm thứ mình thích.,0.0
ôm cậu một cái 🫂,0.0
Gửi đến bạn một cái ôm,0.0
Trầm cảm là bệnh.,0.0
Không có nỗi đau nào đáng bị đem lên bàn cân để so sánh với một nỗi đau khác.,0.0
Cuộc đời đâu phải đường đua xem ai khổ hơn ai?,0.0
Mỗi người lại có một ngưỡng chịu đựng khác nhau.,0.0
"Và vì thế, những nỗi đau dù là về thể chất hay tâm lý thì cũng nên được tôn trọng như nhau.",0.0
Chuyện quan trọng phải nói 3 lần.,0.0
"Trầm cảm không phải chỉ là một nỗi buồn đơn thuần, trầm cảm là bệnh.",0.0
Người bị trầm cảm cũng xứng đáng được đối xử như những bệnh nhân khác.,0.0
"Không người bệnh nào hy vọng mình bị trầm cảm, và không ai có quyền phán xét hay áp đặt lên người bệnh.",0.0
Ôm bạn 1 cái 🫂,0.0
"Cái thứ 4 thì tui ít nghe ai nói lắm, toàn kêu suy nghĩ tích cực lên hoặc thay đổi bản thân không à =))))",0.0
