text,target
ngc lại zới ng cs mức lương cao hơn thì cs thể thấy dzừa tầm hoặc ít nên cta kh thể ns hợp hay kh hihi,ngược lại với người có mức lương cao hơn thì có thể thấy vừa tầm hoặc ít nên chúng ta không thể nói hợp hay không hihi
"Thiệt nka, t dò map sai chục lần đúng một chỗ mak vẫn k cáu","Thiệt nha, tôi dò map sai chục lần đúng một chỗ mà vẫn không cáu"
Nma tui lấy ck gần 3 năm r nhưg hai vkck chx ik du lịch vs nhau bh ht =))))) Ổng còn tự tíh mấy chuyến về quê là ik du lịch nx 🤣,Nhưng mà tui lấy chồng gần 3 năm rồi nhưng hai vợ chồng chưa đi du lịch với nhau bao giờ hết =))))) Ổng còn tự tính mấy chuyến về quê là đi du lịch nữa 🤣
Thề lun :)) yêu nhau mấy năm cái ik du lịch xa chung ms lòi ht mấy cái ko chấp nhận đc.,Thề luôn :)) yêu nhau mấy năm cái đi du lịch xa chung mới lòi hết mấy cái không chấp nhận được.
Cx kảm ơn ôg tr cản kịp nên ct chứ ko khổ cả đời vs cái nết khiếp hãi của nyc.,Cũng cảm ơn ông trời cản kịp nên chia tay chứ không khổ cả đời với cái nết khiếp hãi của người yêu cũ.
hồi ik hải p dzới ck lúc check out t để quên đth của ảnh ở quầy lễ tân phóng xe ik 1 lúc r ms nhớ.,hồi đi hải phòng với chồng lúc check out tôi để quên điện thoại của ảnh ở quầy lễ tân phóng xe đi 1 lúc rồi mới nhớ.
ảnh vẫn qay ngc xe lại xem map ra home lại lấy đt ko mắng tôi 1 câu nào.,ảnh vẫn quay ngược xe lại xem map ra home lại lấy điện thoại không mắng tôi 1 câu nào.
xg lại vòng ra chỗ cũ mua quà cho tôi mang về cho bm nựa.,xong lại vòng ra chỗ cũ mua quà cho tôi mang về cho bố mẹ nữa.
Lộ bản chất mak tui chỉ vì tấm ảnh Mộc Châu qa đẹp mak iu liền 5 năm:))) wa hối hận,Lộ bản chất mà tui chỉ vì tấm ảnh Mộc Châu quá đẹp mà yêu liền 5 năm:))) quá hối hận
mn oi mk ik du lịch vs nyeu 1 ngày th màk ng yêu mik cọc do mik k đem cccd để thuê xe,mọi người ơi mình đi du lịch với người yêu 1 ngày thôi mà người yêu mình cọc do mình không đem cccd để thuê xe
r quên mk vneid nên ảnh cứ càu nhàu cọc cằn vs mih lsao mn oi.,rồi quên mật khẩu vneid nên ảnh cứ càu nhàu cọc cằn với mình là sao mọi người ơi.
Vì lí do khó ns nên ảnh kco đem dth nhé mn ( lí do chính đág:))) ),Vì lí do khó nói nên ảnh không có đem điện thoại nhé mọi người ( lí do chính đáng:))) )
Ik chs lỡ lm hỏng mh của a a giấu cứ ns ko s để mk tưởng ko s tht mik chs thoải mái về ms bt của a hỏng 🥹 bay 2.5 củ sửa đt :)),Đi chơi lỡ làm hỏng màn hình của anh anh giấu cứ nói không sao để mình tưởng không sao thật mình chơi thoải mái về mới biết của anh hỏng 🥹 bay 2.5 củ sửa điện thoại :))
Lúc sửa đt cứ tự trách mk mãi a lo ngc lại cho mk mua kem mua bánh cho mìnk ăn lúc đợi r an ủi mk mãiii,Lúc sửa điện thoại cứ tự trách mình mãi anh lo ngược lại cho mình mua kem mua bánh cho mình ăn lúc đợi rồi an ủi mình mãiii
"Ng zà dặn cb gái trẻ, khi yêu nên ik du lịch dài ngày zới nhau vài lần thì sẽ bt cs ik đc đg dài zới nhau.","Người già dặn các bạn gái trẻ, khi yêu nên đi du lịch dài ngày với nhau vài lần thì sẽ biết có đi được đường dài với nhau."
"Ra sân bay ga tàu chậm, lỡ tàu xe, mệt mỏi, mất đồ.. lúc đók tíh cách bộc lộ rõ nhất.","Ra sân bay ga tàu chậm, lỡ tàu xe, mệt mỏi, mất đồ.. lúc đó tính cách bộc lộ rõ nhất."
"Sau chuyến ik châu Âu lần ds, tôi xác định là chtay ah rùi :)))","Sau chuyến đi châu Âu lần đó, tôi xác định là chia tay anh rồi :)))"
Ph thử thách khi gặp khó khăn và cách giải quyết từ ziệc nhỏ nhất đến ziệc lớn như côg ăn ziệc lm lương bổng cách tiêu pha nội trợ,Phải thử thách khi gặp khó khăn và cách giải quyết từ việc nhỏ nhất đến việc lớn như công ăn việc làm lương bổng cách tiêu pha nội trợ
quan hệ họ hàng h giấc kế hoạch và thực hiện...,quan hệ họ hàng giờ giấc kế hoạch và thực hiện...
Khó mak dễ ah !,Khó mà dễ ah !
Đume chuyến ik Đà Lạt đók chắc t bị ma che mắt nên t về t cưới ảnh lun.,Đume chuyến đi Đà Lạt đó chắc tôi bị ma che mắt nên tôi về tôi cưới ảnh luôn.
Dù cs một loll dấu hiệu,Dù có một lồn dấu hiệu
"Dnay ko thấy cái ôg hay đăng bài ""kiếp sau vẫn lm ng Ziệt Nam nhé"" đăng bài nx.","Dạo này không thấy cái ông hay đăng bài ""kiếp sau vẫn làm người Việt Nam nhé"" đăng bài nữa."
Cs lẽ giá xăng đã lm ôg ấy đổi ý maybe,Có lẽ giá xăng đã làm ông ấy đổi ý maybe
giá xăng lquan mẹ j m ơi??,giá xăng liên quan mẹ gì mày ơi??
Tăng cs mấy đồng màk lè nhà lè nhè suốt từ hqua đến h,Tăng có mấy đồng mà lè nhà lè nhè suốt từ hôm qua đến giờ
Mấy c gà hả hê khi đất nc cs chút chuyện như tụi m thì đ đủ tư cách nc về VN,Mấy con gà hả hê khi đất nước có chút chuyện như tụi mày thì đéo đủ tư cách nói chuyện về Việt Nam
chắc nghĩ mỗi VN bị tăng giá xăng dầu?,chắc nghĩ mỗi Việt Nam bị tăng giá xăng dầu?
Đăng lên chi cho nta bjk mik ngờ u z,Đăng lên chi cho người ta biết mình ngu vậy
"Chứ ko lẽ muốn lm ng Trung Đông, dg ngồi trg lớp tnh bị dội bom?","Chứ không lẽ muốn làm người Trung Đông, đang ngồi trong lớp tự nhiên bị dội bom?"
Giá xăng tăng rùi qay ra chửi nhà nc.,Giá xăng tăng rồi quay ra chửi nhà nước.
Đúng là tư duy lũ phản động cs khác 🤣,Đúng là tư duy lũ phản động có khác 🤣
"Ngta ns 1 lần là đủ rùi, chứ đâu như cái loài 3 we suốt ngày kêu khát nc...","Người ta nói 1 lần là đủ rồi, chứ đâu như cái loài 3 que suốt ngày kêu khát nước..."
xăng lên cs mấy ngàn lgi móc gke v,xăng lên có mấy ngàn làm gì móc ghê vậy
Tới nổi cái câu này cx copy tq bên ds dân n châm biếm câu này chán chê vn lụm về tuyên truyền,Tới nỗi cái câu này cũng copy trung quốc bên đó dân nó châm biếm câu này chán chê việt nam lụm về tuyên truyền
10 mấy năm nay hc theo n đc cái iu lước lồng làng kte ko ra zề ht!,10 mấy năm nay học theo nó được cái yêu nước nồng nàn kinh tế không ra gì hết!
"này là hoàn cảnh riêng mỗi ng b ơi, fact cái đ j?","này là hoàn cảnh riêng mỗi người bạn ơi, fact cái đéo gì?"
Tiện đây nhắc đến vđe ngày xưa thì cái lí do mak ngày này ngta đẻ ít c vì họ cs nhận thức chính chắn,Tiện đây nhắc đến vấn đề ngày xưa thì cái lí do mà ngày này người ta đẻ ít con vì họ có nhận thức chín chắn
cs trách nhiệm trg vđe nuôi dạy c cái hơn so vs ngày xưa.,có trách nhiệm trong vấn đề nuôi dạy con cái hơn so với ngày xưa.
Đẻ ít vì họ muốn cho c họ nhx điều tốt nhất và nếu nhận thấy n k thể hoặc ch thể thì họ k đẻ.,Đẻ ít vì họ muốn cho con họ những điều tốt nhất và nếu nhận thấy nó không thể hoặc chưa thể thì họ không đẻ.
Môi trg sống là 1 trg nhx nguyên nhân khó thay đổi trg điều trị bệnh tâm lý.,Môi trường sống là 1 trong những nguyên nhân khó thay đổi trong điều trị bệnh tâm lý.
Khó cs thể hồi phục khi nguồn tổn thw vẫn còn xung quanh,Khó có thể hồi phục khi nguồn tổn thương vẫn còn xung quanh
"zới cả z hệ nào chả cs ng dính vde, chỉ là cứ gọi chung bị điên, hâm hâm dở dở, kiểu z","với cả thế hệ nào chả có người dính vấn đề, chỉ là cứ gọi chung bị điên, hâm hâm dở dở, kiểu vậy"
"Fact: Z hệ bh ko ph yếu đuối, kp hở ra là trầm kảm.","Fact: Thế hệ bây giờ không phải yếu đuối, không phải hở ra là trầm cảm."
"Mak là z hệ xưa ko nhận thức đc mk bị tâm thần, cs chuyện j chỉ cần trút toxic lên ngkhac là đc.","Mà là thế hệ xưa không nhận thức được mình bị tâm thần, có chuyện gì chỉ cần trút toxic lên người khác là được."
"Ký tên: 1 nạn nhân lớn lên từ đòn roi, chửi rủa mak ko chịu khuất phục.","Ký tên: 1 nạn nhân lớn lên từ đòn roi, chửi rủa mà không chịu khuất phục."
thời xưa chỉ cs trưa nắng leo lên nóc nhà hát cải lương thì ms gọi là “bệnh” còn mấy vde tâm lý ngta gọi là vẽ chuyện,thời xưa chỉ có trưa nắng leo lên nóc nhà hát cải lương thì mới gọi là “bệnh” còn mấy vấn đề tâm lý người ta gọi là vẽ chuyện
lm màu đợt phát hiện ra t bệnh còn đổ ngc lỗi cho t nx cơ=)))),làm màu đợt phát hiện ra tôi bệnh còn đổ ngược lỗi cho tôi nữa cơ=))))
Thời nào cg cs ng bệnh tâm lý ko p fact thì là j?,Thời nào cũng có người bệnh tâm lý không phải fact thì là gì?
Mong b ngừng văng tục,Mong bạn ngừng văng tục
"Khác cái là z hệ trc thì trút lên ng khác, còn bọn mih bh đa số là giữ lại trg lòng","Khác cái là thế hệ trước thì trút lên người khác, còn bọn mình bây giờ đa số là giữ lại trong lòng"
"Còn ngày xưa thì cứ đẻ cả đống đấy, lớn thì lớn chứ cs nên ng ko thì tuỳ duyên","Còn ngày xưa thì cứ đẻ cả đống đấy, lớn thì lớn chứ có nên người không thì tuỳ duyên"
Ừa chứ nhìn avatar của tui là lúc bé chụp năm 2002 thì thấy họ tht sự thw tôi .,Ừa chứ nhìn avatar của tui là lúc bé chụp năm 2002 thì thấy họ thật sự thương tôi .
"Tôi cx thông kảm và hiểu cho họ, they didnt know better (không bt dịch câu này ra s).","Tôi cũng thông cảm và hiểu cho họ, they didnt know better (không biết dịch câu này ra sao)."
Mong là mọi vde sẽ kthuc ở z hệ của tôi.,Mong là mọi vấn đề sẽ kết thúc ở thế hệ của tôi.
Mik nghĩ dạy thì ít mak trút ra sự khó chịu thì nh,Mình nghĩ dạy thì ít mà trút ra sự khó chịu thì nhiều
"Mk hay nghe đc câu "" m thì g sung sướng chứ kh p như t hồi xưa khổ sở nnao"".","Mình hay nghe được câu "" mày thì giờ sung sướng chứ không phải như tao hồi xưa khổ sở như nào""."
Mìk bt hồi xưa cực khổ nma h thời đại ms rùi mong bame nào còn snghi ds hay bỏ ik,Mình biết hồi xưa cực khổ nhưng mà giờ thời đại mới rồi mong ba mẹ nào còn suy nghĩ đó hay bỏ đi
ngta muốn c mk hp chứ ai lại muốn n p chịu cái hàm khắc giống mk thời ds,người ta muốn con mình hạnh phúc chứ ai lại muốn nó phải chịu cái hà khắc giống mình thời đó
t đã nghĩ trg cmt sẽ cs ảnh của ah hàn nào ds nhg đéo ngờ lại cs ng mẹ ik ép hôn cn mik,tôi đã nghĩ trong comment sẽ có ảnh của anh hàn nào đó nhưng đéo ngờ lại có người mẹ đi ép hôn con mình
t tưởng chỉ trg mấy audio bên trung của th chứ🤡.,tôi tưởng chỉ trong mấy audio bên trung quốc thôi chứ🤡.
"BÁO XUỐNG XÃ, PHƯỜNG, CÔG AN DÙM t","BÁO XUỐNG XÃ, PHƯỜNG, CÔNG AN DÙM tao"
"""Bà ik màk cưới""😔","""Bà đi mà cưới""😔"
tr ơi link đâu ra bà ơi☺,trời ơi link đâu ra bà ơi☺
=)) vl chj cx giống em mỗi tội thời điểm đók chj 29 còn ôg kia gọi mẹ cj sn 66 là chj xog mẹ c cứ lèm bèm ziệc cj gặp mặt và đồng ý lấy ôg đók,=)) vl chị cũng giống em mỗi tội thời điểm đó chị 29 còn ông kia gọi mẹ chị sinh năm 66 là chị xong mẹ chị cứ lèm bèm việc chị gặp mặt và đồng ý lấy ông đó
t chửi banh cái nhà =))))))))))))))))))))),tôi chửi banh cái nhà =)))))))))))))))))))))
e là cn hiền hiền đók☺,em là con hiền hiền đó☺
Khác audio là cj chửi tới khi mẹ cj bảo thui đk r ko cần lm z nx ds =)))) mấy c mắm trg audio cứ hiền hiền im im nghe cáu zl,Khác audio là chị chửi tới khi mẹ chị bảo thôi được rồi không cần làm vậy nữa đó =)))) mấy con mắm trong audio cứ hiền hiền im im nghe cáu zl
để t vào ds 5ph th là ra vde liền.,để tôi vào đó 5 phút thôi là ra vấn đề liền.
"Em cứ cứng rắn lên ha, h là xã hội hiện đại pháp luật bảo vệ em, đừng để bất kì ai trói buộc đạo đức mìh 🫂","Em cứ cứng rắn lên ha, giờ là xã hội hiện đại pháp luật bảo vệ em, đừng để bất kì ai trói buộc đạo đức mình 🫂"
hơn audio ạk☺,hơn audio ạ☺
e bị bắt nghỉ hok lâu rui a,em bị bắt nghỉ học lâu rồi ạ
zạ sáng mai tui ik ạk,dạ sáng mai tui đi ạ
17 năm sau thi dh mak má,17 năm sau thi đại học mà má
M trả t cái link sàn cam ngay😭,Mày trả tao cái link sàn cam ngay😭
ALOOO CẢ LÒ ƠI t ms cs 17 mak mẹ t bả bắt t cưới một ôg chú 36-37 tuổi t kh đồng ý cái bả chửi t chúg m ơi😭 ý là đág tuổi cha chú t lun kêu bả bằng bn đc lunnn í😭😭,ALOOO CẢ LÒ ƠI tôi mới có 17 mà mẹ tôi bả bắt tôi cưới một ông chú 36-37 tuổi tôi không đồng ý cái bả chửi tôi chúng mày ơi😭 ý là đáng tuổi cha chú tôi luôn kêu bả bằng bạn được luôn í😭😭
m ơi t tưởng m sẽ gắn link shopee hay ns dưới cmt là ms luyện vt fic....,mày ơi tao tưởng mày sẽ gắn link shopee hay nói dưới cmt là mới luyện viết fic....
ik rui ạk,đi rồi ạ
Ik chưa m,Đi chưa mày
ủa s trang của tao cs đg dài đók v bây ơi,ủa sao trang của tao có đường dài đó vậy bây ơi
":)) t cầm 3tr t vẫn sống tốt, chắc do k tốn tiền ở, nma nếu thêm tiền ở thì cỡ 2tr nx đók",":)) tôi cầm 3 triệu tôi vẫn sống tốt, chắc do không tốn tiền ở, nhưng mà nếu thêm tiền ở thì cỡ 2 triệu nữa đó"
"Mk ik 4n3đ ht 8tr/ng, lo tiền vé vs p là ht 70%, ăn uống bên đók zẻ bèo.","Mình đi 4 ngày 3 đêm hết 8 triệu/người, lo tiền vé với phòng là hết 70%, ăn uống bên đó rẻ bèo."
"Còn shopping thì b p tự tíh chứ ko ai tíh giùm dc, đồ sang đồ nhái cs đủ, mua bnhiu cx ko ht","Còn shopping thì bạn phải tự tính chứ không ai tính giùm được, đồ sang đồ nhái có đủ, mua bao nhiêu cũng không hết"
"Tui ik 4 đêm thì p, riêng tui >30tr, này là 3 cn share airbnb, grab zới nhau rùi nên zẻ lắm r.","Tui đi 4 đêm thì phải, riêng tui >30 triệu, này là 3 con share airbnb, grab với nhau rồi nên rẻ lắm rồi."
Ik ở VN còn hơn thái chán òm luonn ý thề,Đi ở Việt Nam còn hơn thái chán òm luôn ý thề
"8tr/1ng đã bao gồm vé VNA + hotel 5 s lun rùi nhé.Còn lại 2b để mua sắm, ăn uống.Inbox mk book cho","8 triệu/1 người đã bao gồm vé VNA + hotel 5 sao luôn rồi nhé.Còn lại 2 bạn để mua sắm, ăn uống.Inbox mình book cho"
Còn tuỳ vào thgian b dự định ik KS sẽ ở là khu nào và phương tiện di chuyển phần lớn là zề ( Bolt hay côg cộng ) .,Còn tuỳ vào thời gian bạn dự định đi Khách sạn sẽ ở là khu nào và phương tiện di chuyển phần lớn là gì ( Bolt hay công cộng ) .
Thêm một điều qtrong là hãy xem tỷ giá bath Thái thời điểm ds tầm bnhiu .,Thêm một điều quan trọng là hãy xem tỷ giá bath Thái thời điểm đó tầm bao nhiêu .
vs budget ds thì chi tiêu đủ nka.,với budget đó thì chi tiêu đủ nha.
"Bthg mk ik concert bên thái ăn + uống + ksan + vmb cx khoảng 10tr thui, mìnk bị đắt là do tiền vé cc thui","Bình thường mình đi concert bên thái ăn + uống + khách sạn + vé máy bay cũng khoảng 10 triệu thôi, mình bị đắt là do tiền vé concert thôi"
"Budget kì zậy, b p tíh giá vé mb và ks chứ, còn lại di chuyển ăn uônhd zui chs thì do kế hoạch của b thui.","Budget kì vậy, bạn phải tính giá vé máy bay và khách sạn chứ, còn lại di chuyển ăn uống vui chơi thì do kế hoạch của bạn thôi."
"27tr 2 ng cx oke r ăn chs tầm trung trung, về mua quà mỹ phẩm tốt","27 triệu 2 người cũng oke rồi ăn chơi tầm trung trung, về mua quà mỹ phẩm tốt"
Budget của 2 đứa 27tr thì cs ik Thái Lan thoải mái dko ạk?,Budget của 2 đứa 27 triệu thì có đi Thái Lan thoải mái được không ạ?
Bao gồm tất cả chi phí (vé máy bay + di chuyển + ks + ăn uống).,Bao gồm tất cả chi phí (vé máy bay + di chuyển + khách sạn + ăn uống).
Ngân sách đók tối đa ko còn chi phí p thêm đc nx 🥲,Ngân sách đó tối đa không còn chi phí phòng thêm được nữa 🥲
như mih tl cmt b kia thui,như mình trả lời comment bạn kia thôi
ở đâu ạk,ở đâu ạ
tuỷn nv phục zụ lương 20-22k/1h ko lẽ ở đà nắng ko ai mún ik lm hả zời ?,tuyển nhân viên phục vụ lương 20-22k/1h không lẽ ở đà nẵng không ai muốn đi làm hả trời ?
"khu vực ngũ hành sơn, ở hồ huân nghiệp ạk","khu vực ngũ hành sơn, ở hồ huân nghiệp ạ"
nv phục zụ qán cà hê bà ơi,nhân viên phục vụ quán cà phê bà ơi
Mé chỗ mk toàn 12-18k h,Mé chỗ mình toàn 12-18k giờ
Quán ở đâu ạk,Quán ở đâu ạ
Bcuoi vcut than k ai lm nhg ngta chỉ ra lý do là lương thấp thì nhảy đong đỏng lên :)) Z thì cứ tự lm ik chứ shao đỡ tốn thêm 22k/h,Buồn cười vcut than không ai làm nhưng người ta chỉ ra lý do là lương thấp thì nhảy đong đỏng lên :)) Thế thì cứ tự làm đi chứ sao đỡ tốn thêm 22k/h
Ủa lmj v shop,Ủa làm gì vậy shop
12k-18k chắc bào tới tuỷ =)))),12k-18k chắc bào tới tuỷ =))))
"Cs lm part time đk hong bác, tại tui ik hok hơi nh 🥹","Có làm part time được không bác, tại tui đi học hơi nhiều 🥹"
Hơi ít b ạk khó tìm lắm,Hơi ít bạn ạ khó tìm lắm
b rep ib mk vứi,bạn rep ib mình với
Lương nnay b tự lm nka,Lương như này bạn tự làm nha
Ở đâuu z ạk,Ở đâu vậy ạ
ik thi mak m cứ nhìn ng khác r phán xét ngta qua vẻ bề ngoài???,đi thi mà mày cứ nhìn người khác rồi phán xét người ta qua vẻ bề ngoài???
Bên nam thì m khen dtr các thứ còn b nữ xinhh thì m bảo chảnh???,Bên nam thì mày khen dễ thương các thứ còn bạn nữ xinh thì mày bảo chảnh???
Wtf đã tiếp xúc dzới ngta chx mak mạnh mồm z?,Wtf đã tiếp xúc với người ta chưa mà mạnh mồm thế?
"bố c dẩm l, m ghen tị vì n bắt chn đc dzới tk đtrai còn m thì đéo chứ j=))) thi đ lo thi cứ ngó ngta nhìn nhau","bố con dẩm lồn, mày ghen tị vì nó bắt chuyện được với thằng con trai còn mày thì đéo chứ gì=))) thi đéo lo thi cứ ngó người ta nhìn nhau"
m ơi m,mày ơi mày
ý là m đg ik thi đấy=))))) m ik thi mak khả năng tgian m để ý bọn n còn nh hơn là tgian m lm bài =))),ý là mày đang đi thi đấy=))))) mày đi thi mà khả năng thời gian mày để ý bọn nó còn nhiều hơn là thời gian mày làm bài =)))
Đoán vội ko lông,Đoán vội không lông
Sau này b nhớ lm nhà báo nhé,Sau này bạn nhớ làm nhà báo nhé
Toi thấy lạnk gáy dùm b A b B,Tôi thấy lạnh gáy dùm bạn A bạn B
"còn ziệc yêu thì tùy duyên nx í, nên ncl h cậu hãy lm bthan bận rộn hơn thì cs thể sẽ mau quên as.","còn việc yêu thì tùy duyên nữa í, nên nói chung là giờ cậu hãy làm bản thân bận rộn hơn thì có thể sẽ mau quên á."
dcu đọc bcuoi vl m=)),dcu đọc buồn cười vl mày=))
T tặng hoa giả mak t tưởng hoa tht :).,Tôi tặng hoa giả mà tôi tưởng hoa thật :).
"Thề, k phân biệt dc :)","Thề, không phân biệt được :)"
"Ui kệ ik bà, mìnk cs hoa là đc r. Dù cs hoa giả hay ko đến lúc n muốn ctay cg cản đc đâu =)))","Ui kệ đi bà, mình có hoa là được rồi. Dù có hoa giả hay không đến lúc nó muốn chia tay cũng cản được đâu =)))"
"n cố tình đấy, đợi m phát hiện r m hỏi, xog n thuận z đá m lunnn","nó cố tình đấy, đợi mày phát hiện rồi mày hỏi, xong nó thuận thế đá mày luôn"
"T độk thân, 2 c vk ctay đê","Tao độc thân, 2 con vợ chia tay đê"
Chết dở tht v là n ht iu m r,Chết dở thật vậy là nó hết yêu mày rồi
clm bcuoi qá đù má,clm buồn cười quá đù má
T cười nãy g,Tôi cười nãy giờ
"lần đầu lun: ni mìk cs tặng mik bó hoa hôm 8/3, ns rằng ah sẽ yêu em đến khi hoa héo.","lần đầu luôn: người yêu mình có tặng mình bó hoa hôm 8/3, nói rằng anh sẽ yêu em đến khi hoa héo."
mk cx kh nghĩ j nh tưởng rằng sẽ giống trên mạng là sẽ giấu một bông hoa giả ở đók,mình cũng không nghĩ gì nhiều tưởng rằng sẽ giống trên mạng là sẽ giấu một bông hoa giả ở đó
dhtn nay n héo ht cmay ạk mìh cs nên giấu vào đấy một bông hoa giả ko🥲,địt mẹ tự nhiên nay nó héo hết chúng mày ạ mình có nên giấu vào đấy một bông hoa giả không🥲
N ns thật đó,Nó nói thật đó
chc ổng sắp tặng hoa ms r đók,chắc ổng sắp tặng hoa mới rồi đó
Ê đừng mak ☺️,Ê đừng mà ☺️
nhầm kịch bản:)))),nhầm kịch bản:))))
ko b :))),không bạn :)))
t đoán z=)) nhma t nghĩ kiểu ổng sẽ ko bh để hoa ở nhà m héo,tao đoán thế=)) nhưng mà tao nghĩ kiểu ổng sẽ không bao giờ để hoa ở nhà mày héo
bông trc sắp héo thì sẽ mua bông ms (theo t là v ),bông trước sắp héo thì sẽ mua bông mới (theo tao là vậy )
bà cs ảnh vs ổng k cho ae chiêm nghiệm zới ạk,bà có ảnh với ổng không cho anh em chiêm nghiệm với ạ
Xin vía ạk🥹,Xin vía ạ🥹
"dcm cuti vãi thề,đọc xog mấy cnay yêu đời hẳn duma","dcm cute vãi thề,đọc xong mấy cái này yêu đời hẳn duma"
"Tr ơi đã z bà, chúc bà hp nka","Trời ơi đã thế bà, chúc bà hạnh phúc nha"
"Ỏooo dzừa đọc dzừa cừi ngại lun í, xin vía bà nhaaa","Ỏooo vừa đọc vừa cười ngại luôn í, xin vía bà nhaaa"
đág iu vcll,đáng yêu vcll
R sau đứa c sinh ra chắc cực phẩm=))))),Rồi sau đứa con sinh ra chắc cực phẩm=)))))
Dthwww qs ạk,Dễ thương quá ạ
"đág yêu z cj.... còn em thì chuyện tình long đong lắm, định cuối cấp 2 tỏ tình cg gần thui, năm sau bọn em ra trg r","đáng yêu thế chị.... còn em thì chuyện tình long đong lắm, định cuối cấp 2 tỏ tình cũng gần thôi, năm sau bọn em ra trường rồi"
ôi yêu z 😭😭😭😭 chúc ôg bà hp nhá,ôi yêu vậy 😭😭😭😭 chúc ông bà hạnh phúc nhá
vũ trụ mang txvt đến cho tôi ngayyy,vũ trụ mang txvt đến cho tôi ngayyy
"Đyeu ấy chứ, t cx tò mò bn H kia ko bt g ntn, còn chs thân ko bà =))))))","Đáng yêu ấy chứ, tôi cũng tò mò bạn H kia không biết giờ như thế nào, còn chơi thân không bà =))))))"
Còn bà ui,Còn bà ui
"Eo ui dth z,","Eo ui dễ thương thế,"
bn tham khảo VƯƠNG BÌNH nka ah cs bài Cs hẹn vs thanh xuân Thanh Tân,bạn tham khảo VƯƠNG BÌNH nha anh có bài Có hẹn với thanh xuân Thanh Tân
Tp phía đông cx hot lém ấ. giá thì mk cg k rõ nma mk thấy ah cx diễn cho mấy show của trg hok r nên maybe là cg dzừa tầm,Thành phố phía đông cũng hot lắm ấ. giá thì mình cũng không rõ nhưng mà mình thấy anh cũng diễn cho mấy show của trường học rồi nên maybe là cũng vừa tầm
Mik muốn gth đến CLB của b về ah VƯƠNG BÌNH ạk.,Mình muốn giới thiệu đến CLB của bạn về anh VƯƠNG BÌNH ạ.
"Ah năng lượng dthw lắm, chắc chắn sẽ ko lm cb thất vọng đâuu.","Anh năng lượng dễ thương lắm, chắc chắn sẽ không làm các bạn thất vọng đâuu."
"B cs thể nghe qua bài Thanh Tân, Tp phía Đông,... và Cs hẹn dzới thanh xuân - bài này rất hợp về thanh xuân vườn trg ds ạk!","Bạn có thể nghe qua bài Thanh Tân, Thành phố phía Đông,... và Có hẹn với thanh xuân - bài này rất hợp về thanh xuân vườn trường đó ạ!"
Mời b nghe qua và dành chút tc cho ah ấy nhaaa 🫰,Mời bạn nghe qua và dành chút tình cảm cho anh ấy nhaaa 🫰
Ank/chị/bạn nào đã từng mời ca sĩ tầm giá này cs thể gợi ý giúp mk vs ạk?,Anh/chị/bạn nào đã từng mời ca sĩ tầm giá này có thể gợi ý giúp mình với ạ?
Nếu chia sẻ thêm trải nghiệm và mức giá từng mời thì càng tốt ạaaa,Nếu chia sẻ thêm trải nghiệm và mức giá từng mời thì càng tốt ạaaa
"Vương Bình ik ạk, chàng thơ hát hay dth, thân thiện 🥰🥰🥰","Vương Bình đi ạ, chàng thơ hát hay dễ thương, thân thiện 🥰🥰🥰"
Kảm ơn mn nh ạk 🙏 (Độ c cho bài zới thread ơiii),Cảm ơn mọi người nhiều ạ 🙏 (Độ con cho bài với thread ơiii)
"Mn ơi, CLB mik đag tìm ca sĩ khách mời cho show âm nhạc, budget khoảng 50–60 triệu.","Mọi người ơi, CLB mình đang tìm ca sĩ khách mời cho show âm nhạc, budget khoảng 50–60 triệu."
Ng nhà mik hc NNa của trg An Ninh r bị nhét về lm côg an xữ ở tỉnh.,Người nhà mình học Ngôn Ngữ Anh của trường An Ninh rồi bị nhét về làm công an xã ở tỉnh.
Cuối cùng chả dùng zì tới chuyên môn,Cuối cùng chả dùng gì tới chuyên môn
Ê giống a qá hồi đók a cx bị định hướng thi côg an,Ê giống anh quá hồi đó anh cũng bị định hướng thi công an
nhưg vẫn đấu tranh chọn ftu nèk :)) cs thể kiếm ziệc hay ko thì tùy vào bthan mih đã lgi ở ds sau 4 năm th,nhưng vẫn đấu tranh chọn ftu nè :)) có thể kiếm việc hay không thì tùy vào bản thân mình đã làm gì ở đó sau 4 năm thôi
nếu e tin vào lựa chọn của mih thì cứ ziệc vào trg mk cố gắng thêm.,nếu em tin vào lựa chọn của mình thì cứ việc vào trường mình cố gắng thêm.
Vào côg an vào côg an vào côg an.,Vào công an vào công an vào công an.
"From 1 FTUer tn xuất sắc, lm đúng nghề :)))","From 1 FTUer tốt nghiệp xuất sắc, làm đúng nghề :)))"
Hok ở đâu mk nghĩ cx mung lung thui ak.,Học ở đâu mình nghĩ cũng mung lung thôi à.
"Can cx cs cái nguy hiểm, chx chắc đã nhà đâu","Công an cũng có cái nguy hiểm, chưa chắc đã nhàn đâu"
"Eo, ko ph ai cg đc vào FTU, cố gắng theo đuổi ziệc hc đến cùng b nka.","Eo, không phải ai cũng được vào FTU, cố gắng theo đuổi việc học đến cùng bạn nha."
nghe mẹ ik m:))) nếu m mông lung ch cs định hướng thì hãy nghe mẹ,nghe mẹ đi mày:))) nếu mày mông lung chưa có định hướng thì hãy nghe mẹ
