text,target
klq nma t ghét mấy đứa vào cmt mấy bài đưa tin về Mỹ Iran “may mà ở VN” “VN muôn năm” abc lắm dkm biết là cmay yêu nước nma vô duyên vl,không liên quan nhưng mà tôi ghét mấy đứa vào comment mấy bài đưa tin về Mỹ Iran “may mà ở Việt Nam” “Việt Nam muôn năm” abc lắm dkm biết là chúng mày yêu nước nhưng mà vô duyên vl
uk thật bị đ gì v,uk thật bị đéo gì vậy
Ngta kêu từng trải qua nên lạc quan với dảk dốc kìa🦧 dù người trải qua có phải là thế hệ mình đâu =))),Người ta kêu từng trải qua nên lạc quan với dark joke kìa🦧 dù người trải qua có phải là thế hệ mình đâu =)))
+1 Cởn nhả về nỗi đau của ngkhac k vui nổi 🙏🏻,+1 Cợt nhả về nỗi đau của người khác không vui nổi 🙏🏻
Trên típ tóp là còn nhiều nữa💔 huhu rất bực,Trên tiktok là còn nhiều nữa💔 huhu rất bực
"+1 vừa thấy xong đhs, tại sao lại joke về cđấy v…","+1 vừa thấy xong đéo hiểu sao, tại sao lại joke về cái đấy vậy…"
"Ykr ko thích mn đăng bài kiểu ""Mỹ và Iran hãy ngưng đánh nhau để mình được đi chơi booth"" vì nghe nó khá ignorant và cợt nhả í😅","Ý kiến riêng không thích mọi người đăng bài kiểu ""Mỹ và Iran hãy ngưng đánh nhau để mình được đi chơi booth"" vì nghe nó khá ignorant và cợt nhả í😅"
"Call me ""that one friend who's too woke"" nma cái joke ""nếu Mỹ và Iran ko dừng lại thì [insert ai đó] sẽ phải ra tay"" cx insensitive và ignorance ko kém😃","Call me ""that one friend who's too woke"" nhưng mà cái joke ""nếu Mỹ và Iran không dừng lại thì [insert ai đó] sẽ phải ra tay"" cũng insensitive và ignorance không kém😃"
😂 bị ngu thật hả hỏi thật,😂 bị ngu thật hả hỏi thật
Xong thêm mấy cái trend kiểu playlist nhạc lúc chiến tranh/ khi tôi biết xe tăng có kết nối bluetooth xong mở mấy các nhạc tưởng hài 🫩 tới lúc phải đi ra chiến trường thật r ở đó mà khóc,Xong thêm mấy cái trend kiểu playlist nhạc lúc chiến tranh/ khi tôi biết xe tăng có kết nối bluetooth xong mở mấy các nhạc tưởng hài 🫩 tới lúc phải đi ra chiến trường thật rồi ở đó mà khóc
họ nghĩ chiến tranh is funny and quirky,họ nghĩ chiến tranh is funny and quirky
bị ngu á từng trải qua thời kì đấy r mà conf cợt nhả,bị ngu á từng trải qua thời kì đấy rồi mà còn cợt nhả
"thsu luon đem cả chiến tranh ra joke, chịu ý ko hiểu vui chỗ nào ấy =))))))","thực sự luôn đem cả chiến tranh ra joke, chịu ý không hiểu vui chỗ nào ấy =))))))"
vừa đọc đc post của bồ kéo xuống thấy luôn một bài 😔 nhiều bạn đã ignorant với đủ loại bất công xã hội rồi,vừa đọc được post của bồ kéo xuống thấy luôn một bài 😔 nhiều bạn đã ignorant với đủ loại bất công xã hội rồi
nay thế giới ngày nào cũng diễn ra diệt chủng với chiến tranh mà cũng đem ra đùa được ☺️,nay thế giới ngày nào cũng diễn ra diệt chủng với chiến tranh mà cũng đem ra đùa được ☺️
"lần nào chả nghĩ z, trúng thì là linh cảm còn ko trúng thì may th 🥰","lần nào chả nghĩ vậy, trúng thì là linh cảm còn không trúng thì may thôi 🥰"
Thiệt sự luôn ấy:)),Thiệt sự luôn ấy:))
T còn phải hỏi đáp án trc vì cực kỳ chắc chắn m sẽ lên,Tôi còn phải hỏi đáp án trước vì cực kỳ chắc chắn mình sẽ lên
Sao hồi đi học tui không có năng lực này ta,Sao hồi đi học tui không có năng lực này ta
ê má bữa đó học tiết toán xong ra chơi tiết sau là văn bthuong t sẽ đi ăn hoặc đi chơi r bữa đó tự nhiên t ngồi t ôn bài cũ mặc dù cô bả kh có nói là sẽ có kiểm tra bài cũ hay kh t ngồi ôn 15p r dô giờ bả kêu t lên trả bài 🤐,ê má bữa đó học tiết toán xong ra chơi tiết sau là văn bình thường tôi sẽ đi ăn hoặc đi chơi rồi bữa đó tự nhiên tôi ngồi tôi ôn bài cũ mặc dù cô bả không có nói là sẽ có kiểm tra bài cũ hay không tôi ngồi ôn 15 phút rồi vô giờ bả kêu tôi lên trả bài 🤐
"Bthg th k nghĩ cgi đâu hôm mà cứ nghĩ là : "" cái lp tận 38 đứa chắc j cô/ thầy gọi mình “ r lúc sau lên bảng m nó luôn 😔😠😠😠😠","Bình thường thôi không nghĩ cái gì đâu hôm mà cứ nghĩ là : "" cái lớp tận 38 đứa chắc gì cô/ thầy gọi mình “ rồi lúc sau lên bảng mẹ nó luôn 😔😠😠😠😠"
"T nhìn cô,cô nhìn t và t bt ng đc chọn là t😔","Tôi nhìn cô,cô nhìn tôi và tôi biết người được chọn là tôi😔"
"Sáng cô quay ramdom đọc bài, tới đứa cuối cái nói “lớp mười mấy người hong lẽ trúng mình”, 30 giây sau nhận quả báo =))))","Sáng cô quay random đọc bài, tới đứa cuối cái nói “lớp mười mấy người không lẽ trúng mình”, 30 giây sau nhận quả báo =))))"
cứ mỗi lần vô tình nhìn vào mắt gv là i như rằng=))),cứ mỗi lần vô tình nhìn vào mắt giáo viên là y như rằng=)))
trc khi gọi cô sẽ nhìn thẳng vô mắt mình=)),trước khi gọi cô sẽ nhìn thẳng vô mắt mình=))
35 đứa sao vào mình được lo quái gì,35 đứa sao vào mình được lo quái gì
Ôi sao gặp đc những ng như này v muốn quá đi😭,Ôi sao gặp được những người như này vậy muốn quá đi😭
Thành tâm xin vía có anh người giàu yêu chiều 2.,Thành tâm xin vía có anh người giàu yêu chiều 2.
"Nyc tớ cũng giàu vch, tớ toàn tặng mấy thứ vô tri.","Người yêu cũ tớ cũng giàu vch, tớ toàn tặng mấy thứ vô tri."
"Dầu gội, nước uống, moc khoá, h nghĩ lại thấy …","Dầu gội, nước uống, móc khoá, giờ nghĩ lại thấy …"
Thấy car perfum là hợp lí tặng anh anh mở ra anh để lên xe hai đứa hít chung mùi perfum 2 triệu là cũng cũng hịn oy đó,Thấy car perfum là hợp lí tặng anh anh mở ra anh để lên xe hai đứa hít chung mùi perfum 2 triệu là cũng cũng xịn rồi đó
Mấy chị ơi cho em hỏi có chị nào gia cảnh bình thường mà yêu mấy anh giàu giàu chưa ạ🥲,Mấy chị ơi cho em hỏi có chị nào gia cảnh bình thường mà yêu mấy anh giàu giàu chưa ạ🥲
"E cảm ơn c nhìu lắmm, thăn kiuu chị nhaaa🥰🥰🥰🥰","Em cảm ơn chị nhiều lắmm, thank you chị nhaaa🥰🥰🥰🥰"
Thường con trai được tặng quà là vui rồi.,Thường con trai được tặng quà là vui rồi.
Nếu bạn tìm hiểu được sở thích của ny bạn thì càng tốt.,Nếu bạn tìm hiểu được sở thích của người yêu bạn thì càng tốt.
8 năm trước mình được em ny (bây giờ là vợ) tặng cho 1 con gundam (dù chỉ là hàng bootleg) nhưng mình vẫn cất tủ trưng cho đến tận bây giờ.,8 năm trước mình được em người yêu (bây giờ là vợ) tặng cho 1 con gundam (dù chỉ là hàng bootleg) nhưng mình vẫn cất tủ trưng cho đến tận bây giờ.
dạa hihi mn cũng rcm car perfum nhìu quáa nên em chốt mua cái đó rùii 😍😍 để xem có custom thêm đc cgi hong hjhjj,dạa hihi mọi người cũng recommend car perfum nhiều quáa nên em chốt mua cái đó rồii 😍😍 để xem có custom thêm được cái gì không hihi
"Chạ bít nửa ảnh hàng xóm tui, hồi tui 10t là hay đưa tui đi chơi gùi ai biết 10 năm sau yeu nhau đâuu😂😂","Chả biết nữa ảnh hàng xóm tui, hồi tui 10 tuổi là hay đưa tui đi chơi rồi ai biết 10 năm sau yêu nhau đâuu😂😂"
T nghe nói người giàu họ hay phong thủy cái ví và ít đổi Nên nếu có ý tặng ví thì b có thể phím trước với ny xem ny có oki không,Tôi nghe nói người giàu họ hay phong thủy cái ví và ít đổi Nên nếu có ý tặng ví thì bạn có thể phím trước với người yêu xem người yêu có oki không
:))) tui tặng cây cảnh/cốc uống nước + viết thiệp á bà.,:))) tui tặng cây cảnh/cốc uống nước + viết thiệp á bà.
"Muốn mua ví mua thắt lưng cho ảnh mà ngta toàn dùng louis vuitton, lacoste, tommy hilfiger thì ko chịu đc nhiệt @@","Muốn mua ví mua thắt lưng cho ảnh mà người ta toàn dùng louis vuitton, lacoste, tommy hilfiger thì không chịu được nhiệt @@"
Con trai giàu thừa biết kinh tế bạn gái như thế nào.,Con trai giàu thừa biết kinh tế bạn gái như thế nào.
Quan trọng là tấm lòng.,Quan trọng là tấm lòng.
Em chọn món quà mà anh ấy cảm giác em suy nghĩ và cái thiệp tự viết là chuẩn.,Em chọn món quà mà anh ấy cảm giác em suy nghĩ và cái thiệp tự viết là chuẩn.
Tip từ chính tôi - tôi có cái ví 15+ năm chưa đổi mua từ hồi đi Sầm Sơn.,Tip từ chính tôi - tôi có cái ví 15+ năm chưa đổi mua từ hồi đi Sầm Sơn.
Em thử quan sát cái ví tiền của anh đấy xem.🤣😉,Em thử quan sát cái ví tiền của anh đấy xem.🤣😉
Chắc ngta cr bả á,Chắc người ta crush bả á
này tui khen ngta mờ,này tui khen người ta mà
đừng xoá bài nha bà cố,đừng xoá bài nha bà cố
"Cảm ơn bà, suộc đi khen mấy nhỏ bạn 👯","Cảm ơn bà, suộc đi khen mấy nhỏ bạn 👯"
Mẹo khen ai đó xinh hoặc dùng để thả thính là ví vẻ đẹp họ như sắc thái của thiên nhiên vậy á.,Mẹo khen ai đó xinh hoặc dùng để thả thính là ví vẻ đẹp họ như sắc thái của thiên nhiên vậy á.
Nó vừa tạo ấn tượng vì không đại trà mà còn nâng tầm bản thân lên nữa,Nó vừa tạo ấn tượng vì không đại trà mà còn nâng tầm bản thân lên nữa
kiểu người đối diện sẽ thấy bạn có độ am hiểu và cách dùng từ sâu rộng đến mức nào mới nghĩ được câu như vậy.,kiểu người đối diện sẽ thấy bạn có độ am hiểu và cách dùng từ sâu rộng đến mức nào mới nghĩ được câu như vậy.
"""Cậu biết không?""","""Cậu biết không?"""
Cậu cho mình cảm giác mà vạn sắc xuân cũng không thể mang lại được.,Cậu cho mình cảm giác mà vạn sắc xuân cũng không thể mang lại được.
"""Cậu rực rỡ đến vậy đấy!""","""Cậu rực rỡ đến vậy đấy!"""
đang tìm tư liệu cho lịch sử đảng ở đây à tú,đang tìm tư liệu cho lịch sử đảng ở đây à tú
=)))) lúc đó dửng dưng lắm chả nghĩ ngợi j mà đc quả khen thế này đây,=)))) lúc đó dửng dưng lắm chả nghĩ ngợi gì mà được quả khen thế này đây
"Ui đăng rồi mà không hiện lên nên mình đăng lại, nhờ mấy bạn tim bài mình nên mình mới biết có 2 câu bị trùng.","Ui đăng rồi mà không hiện lên nên mình đăng lại, nhờ mấy bạn thả tim bài mình nên mình mới biết có 2 câu bị trùng."
Mà thôi lỡ để rồi nên mình để luôn nha.,Mà thôi lỡ để rồi nên mình để luôn nha.
Thanks mấy bạn đã đọc bài và tim nó nha!,Thanks mấy bạn đã đọc bài và thả tim nó nha!
TIẾNG VIỆT ƠI CẠN KIỆT QUÁ Cho e xin mấy câu khen xinh mà nó chất chất được k ạ chứ cứ nũng nịu đẫm lệ mãi r cũng chán,TIẾNG VIỆT ƠI CẠN KIỆT QUÁ Cho em xin mấy câu khen xinh mà nó chất chất được không ạ chứ cứ nũng nịu đẫm lệ mãi rồi cũng chán
Cả đời anh đã ngắm cả trăm đối mắt nhưng chưa đôi mắt nào làm anh rung động như em cuộc đời anh như tảng băng trôi,Cả đời anh đã ngắm cả trăm đôi mắt nhưng chưa đôi mắt nào làm anh rung động như em cuộc đời anh như tảng băng trôi
thấy em toả nắng bỗng hoà với biển,thấy em toả nắng bỗng hoà với biển
Có thể là rỉ tại chỗ,Có thể là rỉ tại chỗ
Về thắp nhang ông bà đi mày ơi🥲nghe nó ảo nhưng mà nó cũng sợ lắm,Về thắp nhang ông bà đi mày ơi🥲nghe nó ảo nhưng mà nó cũng sợ lắm
"thiên kim thật trở về nhé, m cẩn thận nhma dù sao thì cũng nên tránh xa nhỏ đó ra đi bà.","thiên kim thật trở về nhé, mày cẩn thận nhưng mà dù sao thì cũng nên tránh xa nhỏ đó ra đi bà."
cùng lắm thì chỉ nói ''tôi ước được như bà'' thôi chứ đòi đổi làm gì má =)))))))))),cùng lắm thì chỉ nói ''tôi ước được như bà'' thôi chứ đòi đổi làm gì má =))))))))))
"Cẩn thận đi b ơi,ng bth k ai v đâu😭","Cẩn thận đi bạn ơi,người bình thường không ai vậy đâu😭"
Ê hồi đó t cx bị con kia thì thầm tương tự thế xong t ko chơi vs nó nx luôn,Ê hồi đó tôi cũng bị con kia thì thầm tương tự thế xong tôi không chơi với nó nữa luôn
con đấy sau lúc thì thầm đó nó cứ bắt chước mọi thứ về t í .,con đấy sau lúc thì thầm đó nó cứ bắt chước mọi thứ về tôi í .
T sợ vđ,Tôi sợ vãi đái
"ÔI TRÁNH XA NHÉ😇 khiếp mẹ ng bth cùng lắm nói câu ""ước gì tôi dc như bà"" chứ đ thêm dc cái câu ""đổi với tôi k"" đâu=))","ÔI TRÁNH XA NHÉ😇 khiếp mẹ người bình thường cùng lắm nói câu ""ước gì tôi được như bà"" chứ đéo thêm được cái câu ""đổi với tôi không"" đâu=))"
"à yah nhưng t thấy bảo có cách hoá giải là mình tu tâm tích đức xong chép kinh nữa í, thì hoá giải đỡ được á","à yah nhưng tôi thấy bảo có cách hoá giải là mình tu tâm tích đức xong chép kinh nữa í, thì hoá giải đỡ được á"
"Sợ thì lên cầu xin gia tiên đi bà bảo vệ con chứ con gặp như này bla bla sợ bất an, chứ tụi t cứu kiểu gì","Sợ thì lên cầu xin gia tiên đi bà bảo vệ con chứ con gặp như này bla bla sợ bất an, chứ tụi tôi cứu kiểu gì"
Đi chùa hay là vái lạy đền thờ cúng ai đó hay cầu gia tiên phù hộ gì gì đó ă chứ tụi t thì giúp cái gì được 😇 mà coi chừng đồ cá nhân mất,Đi chùa hay là vái lạy đền thờ cúng ai đó hay cầu gia tiên phù hộ gì gì đó ă chứ tụi tôi thì giúp cái gì được 😇 mà coi chừng đồ cá nhân mất
Thì v t ms sốc ấy nó nói ước còn đỡ á h tự nhiên hỏi bà muốn đổi với tôi k t ms sợ,Thì vậy tôi mới sốc ấy nó nói ước còn đỡ á giờ tự nhiên hỏi bà muốn đổi với tôi không tôi mới sợ
"vl thật à, mấy chuyện này có thật hệ thống có thật k mọi người hay nó mới thức tỉnh hệ thống 😞😞 hay do nó ảo audio","vl thật à, mấy chuyện này có thật hệ thống có thật không mọi người hay nó mới thức tỉnh hệ thống 😞😞 hay do nó ảo audio"
Tối ngủ sáng hôm sau thấy mình là con bé đó 🗿,Tối ngủ sáng hôm sau thấy mình là con bé đó 🗿
Bà xem có hệ thống hay thuật đọc tâm gì ko hâhh,Bà xem có hệ thống hay thuật đọc tâm gì không hâhh
Ê nó định đổi vận á nó tặng gì hay cho ăn gì đừng nhận nha :((((((((((,Ê nó định đổi vận á nó tặng gì hay cho ăn gì đừng nhận nha :((((((((((
Má ơi h t cx lo lo ấy sợ vl ra ấy,Má ơi giờ tôi cũng lo lo ấy sợ vl ra ấy
Chỉ vậy thôi chứ ko có fact gì,Chỉ vậy thôi chứ không có fact gì
"Topic: Dạo gần đây thấy sinh học rất hay, cộng động cho em một vài cái fact mà mn thấy hay nhé.","Topic: Dạo gần đây thấy sinh học rất hay, cộng đồng cho em một vài cái fact mà mọi người thấy hay nhé."
"Qua mỗi lần tự nhân đôi thì gene ngắn lại 1 xíu, qua thời gian dài (khi về già) các gene ở đầu mút NST bị mất dần.","Qua mỗi lần tự nhân đôi thì gene ngắn lại 1 xíu, qua thời gian dài (khi về già) các gene ở đầu mút NST bị mất dần."
Đó là 1 trong những nguyên nhân dẫn đến lão hoá ở người.,Đó là 1 trong những nguyên nhân dẫn đến lão hoá ở người.
Virus dại có thể “ngủ đông” trong hệ thần kinh của người.,Virus dại có thể “ngủ đông” trong hệ thần kinh của người.
Người ta có thể phát dại và tử vong từ 1 vết cào không ai nhớ từ nhiều năm trước,Người ta có thể phát dại và tử vong từ 1 vết cào không ai nhớ từ nhiều năm trước
Chắc hong ai mún giảm cân kiểu ntn đâu =((,Chắc không ai muốn giảm cân kiểu như thế này đâu =((
Nhưng may mắn thay ở tế bào sinh giao tử có emzyme telomerase hoạt động mạnh có chức năng kéo dài đầu mút NST,Nhưng may mắn thay ở tế bào sinh giao tử có enzyme telomerase hoạt động mạnh có chức năng kéo dài đầu mút NST
khôi phục các đoạn gene đã mất.,khôi phục các đoạn gene đã mất.
Do đó các gển của bố mẹ được truyền nguyên vẹn cho đời con.,Do đó các gene của bố mẹ được truyền nguyên vẹn cho đời con.
Con đàu tiên là cú muỗi mào.,Con đầu tiên là cú muỗi mào.
Trông hay không?,Trông hay không?
Và nó có ở VN nha Con số 2 gọi là mèo cá (for real) tên tiếng anh là fishing cat,Và nó có ở Việt Nam nha Con số 2 gọi là mèo cá (for real) tên tiếng anh là fishing cat
"mn hay nghe kiểu ""cách giảm cân cực đoan nghiêm ngặt"" này kia và chạy theo vô tội vạ để giảm","mọi người hay nghe kiểu ""cách giảm cân cực đoan nghiêm ngặt"" này kia và chạy theo vô tội vạ để giảm"
nma tht ra cách giảm cực đoan nhất là chết đi vì sau khi chết mỗi ngày cơ thể b tụt ít nhất là 1kg vì lượng nước bốc hơi cũng như phân huỷ,nhưng mà thật ra cách giảm cực đoan nhất là chết đi vì sau khi chết mỗi ngày cơ thể bạn tụt ít nhất là 1kg vì lượng nước bốc hơi cũng như phân huỷ
z nên hãy giảm cân lành mạnh,vậy nên hãy giảm cân lành mạnh
Topic nổi quá nên ké fame tiếp =))) không phải fact gì đâu nma đây là bộ sưu tập nho nhỏ những loài chim tròn như quả bóng của mình,Topic nổi quá nên ké fame tiếp =))) không phải fact gì đâu nhưng mà đây là bộ sưu tập nho nhỏ những loài chim tròn như quả bóng của mình
Kiểu có tiêu chuẩn cao.Tôi không cần biết bạn nữ đó là người như thế nào,Kiểu có tiêu chuẩn cao.Tôi không cần biết bạn nữ đó là người như thế nào
nhưng một khi cô ấy có tiêu chuẩn cao sẽ cực kì khó tiếp cận nếu ngay từ đầu cô ấy không ưng bạn.,nhưng một khi cô ấy có tiêu chuẩn cao sẽ cực kì khó tiếp cận nếu ngay từ đầu cô ấy không ưng bạn.
Người con gái nhận thức được giá trị của bản thân.,Người con gái nhận thức được giá trị của bản thân.
"Khi đó thì bất cứ ai không đặt đủ tâm, đủ thời gian và nỗ lực đều sẽ thấy khó tán","Khi đó thì bất cứ ai không đặt đủ tâm, đủ thời gian và nỗ lực đều sẽ thấy khó tán"
"Ng thiếu tiền á, tại toàn bận cắm đầu đi làm :)))","Người thiếu tiền á, tại toàn bận cắm đầu đi làm :)))"
Ngoại trừ người có chồng ra 🙃 Thì kiểu con gái nào khó tán v bây,Ngoại trừ người có chồng ra 🙃 Thì kiểu con gái nào khó tán vậy bây
"Dễ gần nhưng khó thân, dễ cười nhưng khó mà hiểu được lòng.","Dễ gần nhưng khó thân, dễ cười nhưng khó mà hiểu được lòng."
"Tự lập, tự chủ, làm được mọi thứ.","Tự lập, tự chủ, làm được mọi thứ."
"Yêu bản thân, yêu gia đình.","Yêu bản thân, yêu gia đình."
Nếu b không phải gu thì mọi đứa con gái đều khó tán =)))) còn nếu đã là gu thì chắc phải mù màu mới k thấy đèn xanh,Nếu bạn không phải gu thì mọi đứa con gái đều khó tán =)))) còn nếu đã là gu thì chắc phải mù màu mới không thấy đèn xanh
có tiền rồi thì đàn ông ko có quan trọng lắm 🤣🤣,có tiền rồi thì đàn ông không có quan trọng lắm 🤣🤣
Một cô gái mà có thể sống được 1 cuộc đời rất nhiều người mong được sống,Một cô gái mà có thể sống được 1 cuộc đời rất nhiều người mong được sống
Khó tán nhất combo học văn siêu giỏi (ykr) con gái lớn trong nhà trưởng nữ bên dưới có chục đứa em đu idol bl,Khó tán nhất combo học văn siêu giỏi (ý kiến riêng) con gái lớn trong nhà trưởng nữ bên dưới có chục đứa em đu idol bl
ra đường ai cũng có thể bắt chuyện và tán chuyện cùng,ra đường ai cũng có thể bắt chuyện và tán chuyện cùng
nhưng ở nhà thì như kiểu bị rút cạn năng lượng (cụ thể là không có năng động nhiều như ra ngoài),nhưng ở nhà thì như kiểu bị rút cạn năng lượng (cụ thể là không có năng động nhiều như ra ngoài)
"Kiểu người lười như t. Lười đi date, lười rep tn, lười bắt đầu mqh :)))","Kiểu người lười như tôi. Lười đi date, lười rep tin nhắn, lười bắt đầu mối quan hệ :)))"
Kiểu gái Les 😇 =))),Kiểu gái Les 😇 =)))
Xác nhận là đúng nhé nyc chị khục khoặc c là rảnh tay sao k nt ngay cho n,Xác nhận là đúng nhé người yêu cũ chị khục khoặc chị là rảnh tay sao không nhắn tin ngay cho nó
than vãn kiểm soát nhiều lần quá c cho out game luôn,than vãn kiểm soát nhiều lần quá chị cho out game luôn
🤡 có lời nhắc nhở rồi nhma ko có chị nào lớn tuổi cả,🤡 có lời nhắc nhở rồi nhưng mà không có chị nào lớn tuổi cả
Ny t bận nguyên ngày k thấy nè tối về đc 1 2 tin là đủ hạnh phúc😪... mà t cũng bận k riêng chỉ,Người yêu tôi bận nguyên ngày không thấy nè tối về được 1 2 tin là đủ hạnh phúc😪... mà tôi cũng bận không riêng chỉ
"nói chung cả 2 đi làm nên hơi ""lạnh"" tí nhưng vẫn ấm lòng🥺","nói chung cả 2 đi làm nên hơi ""lạnh"" tí nhưng vẫn ấm lòng🥺"
Ừa nhưng quan trọng mình cũng có cs của mình mà… Ai hơn tuổi ai thì cũng phải sống cho mình trc á.,Ừa nhưng quan trọng mình cũng có cuộc sống của mình mà… Ai hơn tuổi ai thì cũng phải sống cho mình trước á.
"Ngay cả yêu bé nhỏ tuổi hơn thì cũng không nên mong ngta dành 100% cs cho tình yêu, như thế mới đi xa được.","Ngay cả yêu bé nhỏ tuổi hơn thì cũng không nên mong người ta dành 100% cuộc sống cho tình yêu, như thế mới đi xa được."
Góc nhắc nhở : Yêu ĐÀN BÀ hơn NHIỀU TUỔI phải nhớ CHỊ ẤY không dành 100% cuộc sống của CHỊ ẤY cho tình yêu!,Góc nhắc nhở : Yêu ĐÀN BÀ hơn NHIỀU TUỔI phải nhớ CHỊ ẤY không dành 100% cuộc sống của CHỊ ẤY cho tình yêu!
Chị vợ tui U40 đây rất tinh tế và có cả kinh tế nhưng chỉ là ko có thời gian với hay mệt mỏi,Chị vợ tui U40 đây rất tinh tế và có cả kinh tế nhưng chỉ là không có thời gian với hay mệt mỏi
tui cũng phải hao mana để chăm sóc cho chỉ và nhà cửa dữ lắm 🤣,tui cũng phải hao mana để chăm sóc cho chỉ và nhà cửa dữ lắm 🤣
đến t còn khong dành 100% cho tình yêu thì các chị là gì:)) cùng lắm chỉ 50% thôi,đến tôi còn không dành 100% cho tình yêu thì các chị là gì:)) cùng lắm chỉ 50% thôi
Chị còn đi làm em ạ,Chị còn đi làm em ạ
loz mẹ đợi chị ấy thất nghiệp vừa đéo có tiền vừa đéo lãng mạn dẫn m đi đây đi đó thì lúc đó lại thấy cảnh,loz mẹ đợi chị ấy thất nghiệp vừa đéo có tiền vừa đéo lãng mạn dẫn mày đi đây đi đó thì lúc đó lại thấy cảnh
"Chuẩn luông, ngoài đi làm t còn đi chơi, đọc truyện, chụp hình, dựng video….","Chuẩn luôn, ngoài đi làm tôi còn đi chơi, đọc truyện, chụp hình, dựng video…."
Nhà bao việc 🙃,Nhà bao việc 🙃
"Đúng rồi, chứ ko là đói đấy, ko bao nuôi các em dc đâu","Đúng rồi, chứ không là đói đấy, không bao nuôi các em được đâu"
"ko cần đến lượt chị ấy đâu, là t thôi u20 đã ko dành 100% csong cho tình yêu r=))","không cần đến lượt chị ấy đâu, là tôi thôi u20 đã không dành 100% cuộc sống cho tình yêu rồi=))"
bởi z chưa bao giờ bắt chỉ phải bỏ thời gian ra để nch với mình:)),bởi vậy chưa bao giờ bắt chỉ phải bỏ thời gian ra để nói chuyện với mình:))
rất chi là đúng luôn,rất chi là đúng luôn
t HAAM giống UPRIZE rồi,tôi HAAM giống UPRIZE rồi
FACT : Khi bạn bias ai thì tính cách và style của bạn sẽ ít nhiều bị ảnh hưởng từ người đó 🤗,FACT : Khi bạn bias ai thì tính cách và style của bạn sẽ ít nhiều bị ảnh hưởng từ người đó 🤗
Ể đúng r đất t sắp HAAM giống nhỏ lanh r 🫠,Ể đúng rồi đất tôi sắp HAAM giống nhỏ lanh rồi 🫠
T bía thg này và t ồn ào y chang nó =))),Tôi bias thằng này và tôi ồn ào y chang nó =)))
Sao t không dính được tí dễ thương nào của Yang Jungwon vậy 😭,Sao tôi không dính được tí dễ thương nào của Yang Jungwon vậy 😭
H là nguyên tủ đồ tui theo ông này đó 😅 trc k thích nhạc quẩy xong h nhạc nào cũng quẫy luôn vì có idol nhạc bar sàn siêu đỉnh,Giờ là nguyên tủ đồ tui theo ông này đó 😅 trước không thích nhạc quẩy xong giờ nhạc nào cũng quẫy luôn vì có idol nhạc bar sàn siêu đỉnh
"Đi đổ vì cái kim xăng của tui nhấp nháy liên tục rồi, k đổ thì mai k có xe đi làm.","Đi đổ vì cái kim xăng của tui nhấp nháy liên tục rồi, không đổ thì mai không có xe đi làm."
"Khổ ghê, xăng tăng thì đành bớt cốc cf đi vậy.","Khổ ghê, xăng tăng thì đành bớt cốc cafe đi vậy."
Nếu ở đoạn CG thì qua Nguyễn Chánh nhó .,Nếu ở đoạn Cầu Giấy thì qua Nguyễn Chánh nhớ .
Đỡ hơn ấy .,Đỡ hơn ấy .
Chứ qua 3g sáng đổ ở đoạn Tú mỡ thôi mà đỡ xếp hàng ớn r,Chứ qua 3 giờ sáng đổ ở đoạn Tú mỡ thôi mà đỡ xếp hàng ớn rồi
Xăng 27k ko phải là vấn đề Vấn đề ở đây là sao lắm ng đi đổ xăng thế,Xăng 27k không phải là vấn đề Vấn đề ở đây là sao lắm người đi đổ xăng thế
12h đêm r đấy HN ơi 🫠 Xếp hàng 30p mới đổ đc bình xăng 🥲,12h đêm rồi đấy Hà Nội ơi 🫠 Xếp hàng 30 phút mới đổ được bình xăng 🥲
"sáng nay t đi đổ ở quan nhân, đợi có 5ph thôi, bt đầy bình 80 mà bh 110k đấy 😂😂 này thì oto sao chịu đc nhỉ","sáng nay tôi đi đổ ở quan nhân, đợi có 5 phút thôi, bình thường đầy bình 80 mà bây giờ 110k đấy 😂😂 này thì oto sao chịu được nhỉ"
"2 cây xăng 2 bên đoạn Thuỵ Khuê, Liễu Giai đều xếp hàng sắp ra đến ngã tư","2 cây xăng 2 bên đoạn Thuỵ Khuê, Liễu Giai đều xếp hàng sắp ra đến ngã tư"
Đổ cây xăng ở hàng bún nhanh lắm :)) đọc bị fomo chứ đi đổ nó chỉ tăng thêm 10k so với trc đây t đi vision nha nên mn cứ bình tĩnh,Đổ cây xăng ở hàng bún nhanh lắm :)) đọc bị fomo chứ đi đổ nó chỉ tăng thêm 10k so với trước đây tôi đi vision nha nên mọi người cứ bình tĩnh
Kh muốn xếp hàng thì sáng dậy sớm đi mà đổ t vừa đi đổ về cây xăng vắng hoe vào đổ phát 1 khỏi phải xếp hàng chờ đợi,Không muốn xếp hàng thì sáng dậy sớm đi mà đổ tôi vừa đi đổ về cây xăng vắng hoe vào đổ phát 1 khỏi phải xếp hàng chờ đợi
Vẫn đổ đc là ngon rồi đó,Vẫn đổ được là ngon rồi đó
Thế nên giờ cứ đầy bình =)),Thế nên giờ cứ đầy bình =))
"Nuh uh, 9.0 mới thích cơ 7.5 bth quá","Nuh uh, 9.0 mới thích cơ 7.5 bình thường quá"
