,text,target
2760,Xin.... tiền... giz trưởng... bố.... khoá cửa.... sợ....,Xin.... tiền... gia trưởng... bố.... khoá cửa.... sợ....
2761,"Cn tướng này mạnh qs, chắc xài skin thần tài nên tung chiêu là ""xin tiền"" )))))","Con tướng này mạnh quá, chắc xài skin thần tài nên tung chiêu là ""xin tiền"" )))))"
2762,Đell muốn tro nhg k thể từ chối kkkkk,Đéo muốn cho nhưng không thể từ chối kkkkk
2763,Chân kinh daanf ghi trép lại,Chân kinh cần ghi chép lại
2764,Biết 1 thức th nà đủ thắng rùi,Biết 1 thức thôi là đủ thắng rồi
2765,Ns hay đấy 👏🏻,Nói hay đấy 👏🏻
2766,"Mỗi mùa tết nào họ hàng gần xa cug đến sin tiền bố m, có nhx ng m còn ko bik mặt, b có thể trà trộn vào á","Mỗi mùa tết nào họ hàng gần xa cũng đến xin tiền bố mình, có những người mình còn không biết mặt, bạn có thể trà trộn vào á"
2767,Má ơi d cug đc hả 🤣🤣,Má ơi vậy cũng được hả 🤣🤣
2768,"vl, t cx hay dùng triêu đấy .","vl, tôi cũng hay dùng chiêu đấy ."
2769,mỗi lần bố định mở mồm giáo hiaans g là t sẽ xin tiền văn của t là .,mỗi lần bố định mở mồm giáo huấn gì là tôi sẽ xin tiền văn của tôi là .
2770,“ bố ơi bố thw c k “ 🤣,“ bố ơi bố thương con không “ 🤣
2771,Khắc dhees ngzy =)),Khắc chế ngay =))
2772,Biến lỗi ddai thành sức mạnh hả?,Biến nỗi đau thành sức mạnh hả?
2773,Topic: hãy kể một điều bn cho nà biến thái nhất ctoi nghe và ko ns gi=)),Topic: hãy kể một điều bạn cho là biến thái nhất chúng tôi nghe và không nói gì=))
2774,Đối vs mình thì m đã gặp biến thái 2 lần rùi và đều nà thời hs vẫn còn ik hok.,Đối với mình thì mình đã gặp biến thái 2 lần rồi và đều là thời học sinh vẫn còn đi học.
2775,Topic: Bn từng gặp biến thái bao giờ ch?,Topic: Bạn từng gặp biến thái bao giờ chưa?
2776,Lần thứ 1: nà năm cấp 2 m đag ik bộ zới bn m thì bỗng có 1 ông già dê,Lần thứ 1: là năm cấp 2 mình đang đi bộ với bạn mình thì bỗng có 1 ông già dê
2777,ổng ik xe ddaoj trạy vụt qa tay ông đó đụng voi ngực mk mà may lúc đó m đg để tay trc nguwjc nên ông đó đụng rtuwowtj mà lúc đó m zới bạn m hết hồn lun.,ổng đi xe đạp chạy vụt qua tay ông đó đụng vô ngực mình mà may lúc đó mình đang để tay trước ngực nên ông đó đụng trượt mà lúc đó mình với bạn mình hết hồn luôn.
2778,"tệ lsao nhà m thì nghèo từ bé, ba m thì cờ bạc, rượu chè, ba mẹ m đã ly dị..","tệ làm sao nhà mình thì nghèo từ bé, ba mình thì cờ bạc, rượu chè, ba mẹ mình đã ly dị."
2779,tệ lsao cj ruột m có những hành vi biến thái dới m.,tệ làm sao chị ruột mình có những hành vi biến thái với mình.
2780,"tệ lsao mình p tự ik lm để đóng tiền Đại Học, p tự lập năm 18 tuổi.","tệ làm sao mình phải tự đi làm để đóng tiền Đại Học, phải tự lập năm 18 tuổi."
2781,một cuộc đời khá bouonf.,một cuộc đời khá buồn.
2782,Tôi ước j khi đụng đến mấy hành vi biến thái bạo nực tội phạm,Tôi ước gì khi đụng đến mấy hành vi biến thái bạo lực tội phạm
2783,họ ồn ào và mạnh mẽ nên án như việc ng trans ik đái ở đâu.,họ ồn ào và mạnh mẽ lên án như việc người trans đi đái ở đâu.
2784,Xl t hơi biến thái nhg t nghiện áo lót của chính mik t thề n ko thề hôi mag ngược lại rất thơm thơm kiểu mùi vani sữa í dị mà còn ấm ấm nx ik lm hc về mệt cởi ra hít tí bao đã=))),Xin lỗi tôi hơi biến thái nhưng tôi nghiện áo lót của chính mình tôi thề nó không thề hôi mà ngược lại rất thơm thơm kiểu mùi vani sữa í dị mà còn ấm ấm nữa đi làm học về mệt cởi ra hít tí bao đã=)))
2785,T cung the😭,Tôi cũng thế😭
2786,"Ể, tro hít vs","Ể, cho hít với"
2787,Topic: Thứ mn nghiện nhg n hoàn taonf hợp pháp :)))),Topic: Thứ mọi người nghiện nhưng nó hoàn toàn hợp pháp :))))
2788,J v ông cố😭,Gì vậy ông cố😭
2789,Mùi mèo nâu ngày,Mùi mèo lâu ngày
2790,Truẩn z chứ nị,Chuẩn thế chứ nị
2791,Truyện trôn có lài có màu full hđđ,Truyện trôn có lài có màu full hoạt động
2792,"Truyện gay, chuyện oets, phim gay, pihm lét, concert, card và tiền","Truyện gay, truyện lét, phim gay, phim lét, concert, card và tiền"
2793,Sơn Hoàng Nguyễn 😎,Sơn Hoàng Nguyễn 😎
2794,Nghiện vt tiểu thuyết bi kịch -)),Nghiện viết tiểu thuyết bi kịch -))
2795,zãi lìn thiet chớ🤣,vãi lìn thiệt chớ🤣
2796,Dề sùi mào gà tay,Về sùi mào gà tay
2797,Ẩu r =)),Ẩu rồi =))
2798,Má có thể cười đến trết,Má có thể cười đến chết
2799,cừ xỉu má ơi,cười xỉu má ơi
2800,Ê đủ wow r,Ê đủ wow rồi
2801,Khi gặp biến thái hãy như trg videl :)))) chứ hoảng hốt là chỉ lm tụi n khoái thui.,Khi gặp biến thái hãy như trong video :)))) chứ hoảng hốt là chỉ làm tụi nó khoái thôi.
2802,Hồi trc bà c t ik se bus gặp biến thái để cc cạ tay bả lusc đứng đông ng,Hồi trước bà chị tôi đi xe bus gặp biến thái để cc cạ tay bả lúc đứng đông người
2803,bả kêu bả thấy ướt ướt là hieeuf lên bả chụp nhon nhu lấy móng tay bả bấu zô,bả kêu bả thấy ướt ướt là hiểu nên bả chụp ngón tay bả lấy móng tay bả bấu vô
2804,bả kêu bả nghiến rqwng nghiến lợi để bấu hết sức bình sinh lm thk đó n la qs tr :))))),bả kêu bả nghiến răng nghiến lợi để bấu hết sức bình sinh làm thằng đó nó la quá trời :)))))
2805,Ê cái nết giống t mà hên… hco mấy thg đó ch gặp t =))),Ê cái nết giống tôi mà hên… cho mấy thằng đó chưa gặp tôi =)))
2806,"Cnay coi bộ gọn hơn nè, mà toi dos cái dầu nóng massage bôi lên phát là nóng ran đỏ một vùng da liền lun.","Cái này coi bộ gọn hơn nè, mà tôi có cái dầu nóng massage bôi lên phát là nóng ran đỏ một vùng da liền luôn."
2807,Kthuc lày đã đc tiếp thu.,Kiến thức này đã được tiếp thu.
2808,công viên gia định có tk dà chajy wavealpha xanh mạ cũg vầy nka :) bà nào yếu vía đừng ik 1m,công viên gia định có thằng già chạy wavealpha xanh mạ cũng vầy nha :) bà nào yếu vía đừng đi 1 mình
2809,vp đây tk Trần Hải Đăng ở Xóc Sơn Hà Nội mà,vl đây thằng Trần Hải Đăng ở Sóc Sơn Hà Nội mà
2810,trc cổng trg e mình cx có một bãi:)),trước cổng trường em mình cũng có một bãi:))
2811,Ch j vào là gửi ủ cqnh r,Chưa gì vào là gửi ủ canh rồi
2812,Gu gu thì quăng miếng cho đùi thui thui trứ cứ nhè ra gửi ủ canh vs xu kem thì chịu ạ,Gu gu thì quăng miếng cho đùi thôi thôi chứ cứ nhè ra gửi ủ canh với xu kem thì chịu ạ
2813,S t gặp thk lào cx dâm vs biến thái hết v bộ gaupj ng bth khó lắm hả..,Sao tao gặp thằng nào cũng dâm với biến thái hết vậy bộ gặp người bình thường khó lắm hả..
2814,Zạ bên ig ý ak em ko để cug bị á.,Dạ bên ig ý ạ em không để cũng bị á.
2815,dzai ngoan đg đc bảo tồn hết d em zh,trai ngoan đang được bảo tồn hết rồi em ah
2816,Thì muốn bk cách bạn nhìn nhận mọi thứ mà b qtam xẽ nnao á,Thì muốn biết cách bạn nhìn nhận mọi thứ mà bạn quan tâm sẽ như nào á
2817,"Thì đó, z cug không hiểu hả","Thì đó, vậy cũng không hiểu hả"
2818,Ko hiểu j on,Không hiểu gì luôn
2819,Nghixhj tới mức kêu call để xem ảnh lọ r kêu nà gửi ủ dánh cho ảnh bắt sóc bỏ lọ,Nghịch tới mức kêu call để xem ảnh lọ rồi kêu là gửi ủ dánh cho ảnh bắt sóc bỏ lọ
2820,Đừng để avatra j để họ nhận ra là nữ nx thì hết thui,Đừng để avatar gì để họ nhận ra là nữ nữa thì hết thôi
2821,hầy mấy ông ế nâu năm thành rs z,hầy mấy ông ế lâu năm thành ra thế
2822,Ờm.... tui bắt đầu mún lói chuyện vs b rùi đó,Ờm.... tui bắt đầu muốn nói chuyện với bạn rồi đó
2823,Tưởng đấy là gu của các ce,Tưởng đấy là gu của các chị em
2824,để mấy ông ấy gặp mấy bà lớn tuổi ms chị đc 🤣🤣🤣,để mấy ông ấy gặp mấy bà lớn tuổi mới trị được 🤣🤣🤣
2825,Zạ e bị ngu ạ có j m ns toẹt r ln ik ạ e ko hiểu,Dạ em bị ngu ạ có gì mình nói toẹt ra luôn đi ạ em không hiểu
2826,"Tui ik nh chuyện á bà , muốn nghe bà tâm xự linh tinh , kieeuf v á","Tui đi nhiều chuyện á bà , muốn nghe bà tâm sự linh tinh , kiểu vậy á"
2827,Nghiệp ch hết.,Nghiệp chưa hết.
2828,Ruyên dâm ch tận 😂,Duyên dâm chưa tận 😂
2829,P qyen dần ik thôi .,Phải quen dần đi thôi .
2830,"Cơ hội để hết ế là kiếm mấy ah gạ 18 hay săm rtoor , nghịch nghịch ấy","Cơ hội để hết ế là kiếm mấy anh gạ 18 hay xăm trổ , nghịch nghịch ấy"
2831,Ko hiểu lắm mk bị ngu á tr😭,Không hiểu lắm mình bị ngu á trời😭
2832,Ngbt đây nàiiii,Người bình thường đây nài
2833,"🫠 tôi cx xloi, tôi bị ngu.","🫠 tôi cũng xin lỗi, tôi bị ngu."
2834,"Mik lm thma vấn trị liệu umoons lắng nghe nỗi đau mà b đg chịu đựng, mà chẳng ns đc cùng ai.","Mình làm tham vấn trị liệu muốn lắng nghe nỗi đau mà bạn đang chịu đựng, mà chẳng nói được cùng ai."
2835,"Khi bn mắc ol âu, trầm cảm điều bn khó trịu nhất muốn thoát khỏi ngay alapj twucs là g?","Khi bạn mắc lo âu, trầm cảm điều bạn khó chịu nhất muốn thoát khỏi ngay lập tức là gì?"
2836,M từng bị trầm cảm nghiêm torngj trg mấy năm 🙂‍↕️ n kéo theo hệ lụy nà kích thik ruột+ trào ngược zạ dày,Mình từng bị trầm cảm nghiêm trọng trong mấy năm 🙂‍↕️ nó kéo theo hệ lụy là kích thích ruột+ trào ngược dạ dày
2837,Khi nào tâm trạng m ổn định thì ks Có chuyện stress là n tái phát ngay mặc dù mik ăn uonogs rất ddeejf độ zà k ăn bậy bạ Mỗi lần mk bị là n cào ruột mk mất ngủ cả đêm =))),Khi nào tâm trạng mình ổn định thì không sao Có chuyện stress là nó tái phát ngay mặc dù mình ăn uống rất đều độ và không ăn bậy bạ Mỗi lần mình bị là nó cào ruột mình mất ngủ cả đêm =)))
2838,"ji siêu thk bộ này, đọc xog nụy mất gần nửa tháng ms đọc đc bộ khác","ui siêu thích bộ này, đọc xong lụy mất gần nửa tháng mới đọc được bộ khác"
2839,ê lúc gõ mấy cái lquan đến rtuyeenj này trên lap vs cái tên truyện hiện to đùng mà cj t ngồi ngay đằng xau nên t cứ sợ bả thấy đc lzij tưởng t lập kế hoạch tsat tht =))),ê lúc gõ mấy cái liên quan đến truyện này trên lap với cái tên truyện hiện to đùng mà chị tôi ngồi ngay đằng sau nên tôi cứ sợ bả thấy được lại tưởng tôi lập kế hoạch tự sát thật =)))
2840,t ch từng nhận thức đc ảnh hưởng của bệnh trầm cqmr đến ng bệnh kinh khủng đến mức nào cho đến khi ddoxj đc bộ này,tôi chưa từng nhận thức được ảnh hưởng của bệnh trầm cảm đến người bệnh kinh khủng đến mức nào cho đến khi đọc được bộ này
2841,còn có ktt nx cơ mà tại truyện k nổi nên kco ng dịch,còn có ktt nữa cơ mà tại truyện không nổi nên không có người dịch
2842,muốn tự mua tự dịch mà kco thẻ nh nên cũg kh mua đc nuôn 😭,muốn tự mua tự dịch mà không có thẻ ngân hàng nên cũng không mua được luôn 😭
2843,có ai bị tramaf cảm zới rối lonaj lo âu k. Mấy ngày tết mh thg trg trạng thái khóc hông rõ nguyên nhân,có ai bị trầm cảm với rối loạn lo âu không. Mấy ngày tết mình thường trong trạng thái khóc không rõ nguyên nhân
2844,stress cv và lun nghĩ dề nhx ngày tồi tệ nhất của bthan.,stress công việc và luôn nghĩ về những ngày tồi tệ nhất của bản thân.
2845,"Lướt tóp tlps đến nhx vid xúc động thì thg dễ rơi nc mắt, thik nghe hnacj buồn khi trg trạng thái rối bời nhất.","Lướt tiktok đến những video xúc động thì thường dễ rơi nước mắt, thích nghe nhạc buồn khi trong trạng thái rối bời nhất."
2846,"Thik ở 1m đến cả ngày k thik ik đâu hết, ngại tiếp súc đám đông.","Thích ở 1 mình đến cả ngày không thích đi đâu hết, ngại tiếp xúc đám đông."
2847,NAM MÔ A ZI ĐÀ PHẬT.,NAM MÔ A DI ĐÀ PHẬT.
2848,"Nhx lúc tâm chạng ko tốt, đừng cố gắng quá lgi.","Những lúc tâm trạng không tốt, đừng cố gắng quá làm gì."
2849,90% lo nắng ko thành sự tht đâu!,90% lo lắng không thành sự thật đâu!
2850,Nếu ch thì mong bn tìm đc bsi giỏi và tốt để khám dà điều trị.,Nếu chưa thì mong bạn tìm được bác sĩ giỏi và tốt để khám và điều trị.
2851,Mau khoẻ nghen.,Mau khoẻ nghen.
2852,Hãy ngưng: - Theo dõi nhx trang/ ng tiêu cực để ko bị lăng lượng xấu kéo b thep.,Hãy ngưng: - Theo dõi những trang/ người tiêu cực để không bị năng lượng xấu kéo bạn theo.
2853,-Ngưng đọc tin tieue ucwcj.,- Ngưng đọc tin tiêu cực.
2854,Bác ik khám zà hạn chế sử dụng mxh nhất có thể 🫶🏻,Bác đi khám và hạn chế sử dụng mạng xã hội nhất có thể 🫶🏻
2855,Chữa oanhf bằng hoa tươi b nka 💕 trúc b hp,Chữa lành bằng hoa tươi bạn nha 💕 chúc bạn hạnh phúc
2856,e cx na ná a ă trg mấy ngày tết e nh lần muốn khóc nhg kìm nại đc mãi tới hqua ms khóc một trận lớn cho thoải mái.,em cũng na ná anh á trong mấy ngày tết em nhiều lần muốn khóc nhưng kìm lại được mãi tới hôm qua mới khóc một trận lớn cho thoải mái.
2857,nhg e kb nguyên nhân do ddaau cả em thấy a nthe là còn mạnh mẽ lắm đấy.,nhưng em không biết nguyên nhân do đâu cả em thấy anh như thế là còn mạnh mẽ lắm đấy.
2858,cứ khóc ik hoặc có thể là 1m cug dc miễn nà ah cảm thấy thlair mái,cứ khóc đi hoặc có thể là 1 mình cũng được miễn là anh cảm thấy thoải mái
2859,"Cố lên, dù bthan m cx y như bn mỗi ngày vẫn khóc vật zã.","Cố lên, dù bản thân mình cũng y như bạn mỗi ngày vẫn khóc vật vã."
2860,"Nướt toptop, ở 1m cả ngày k muôn ik đâu hay gặp ai cả.","Lướt tiktok, ở 1 mình cả ngày không muốn đi đâu hay gặp ai cả."
2861,THT SỰ DẤT MỆT Ạ,THẬT SỰ RẤT MỆT Ạ
2862,"Tình chạng m khá giống b, ph lms đây","Tình trạng mình khá giống bạn, phải làm sao đây"
2863,Hãy: - Vt ar nhx lo lắng của m.,Hãy: - Viết ra những lo lắng của mình.
2864,Vt alf cschs khiến bthan giải toả và snghi thấu đáo hơn.,Viết là cách khiến bản thân giải toả và suy nghĩ thấu đáo hơn.
2865,- Khcos thoải mái.,- Khóc thoải mái.
2866,- Lm thứ m thicsh.,- Làm thứ mình thích.
2867,ôm cậu một cái 🫂,ôm cậu một cái 🫂
2868,Gửi đến b một cái ôm,Gửi đến bạn một cái ôm
2869,Trzamf carm là bệnh.,Trầm cảm là bệnh.
2870,"Mk cũng bị chầm cảm, ko dám ns vs ai, mk sợ phiền mn.","Mình cũng bị trầm cảm, không dám nói với ai, mình sợ phiền mọi người."
2871,"Mình đã cố ns vs ng yêu, nhg mình thấy người yêu ucngx ko để ý mấy, nên m cx thôi nuôn","Mình đã cố nói với người yêu, nhưng mình thấy người yêu cũng không để ý mấy, nên mình cũng thôi luôn"
2872,Kco nỗi đau nào đáng bị đem lên bàn cân để so xánh vs một nỗi đau khác.,Không có nỗi đau nào đáng bị đem lên bàn cân để so sánh với một nỗi đau khác.
2873,Cuộc đời đâu p đg ddya xem qi khổ hơn ai?,Cuộc đời đâu phải đường đua xem ai khổ hơn ai?
2874,Mỗi ng lại có một ngưỡng chịu đựng khác nhau.,Mỗi người lại có một ngưỡng chịu đựng khác nhau.
2875,"Và vì z, nhx nỗi đau dù là về thể cahats hay tâm lý thì cx nên đc tôn trọng như nhau.","Và vì thế, những nỗi đau dù là về thể chất hay tâm lý thì cũng nên được tôn trọng như nhau."
2876,Truyện quan trọng ph ns 3 lần.,Chuyện quan trọng phải nói 3 lần.
2877,"Trầm cảm kph chỉ là một nỗi buopnf đơn thuần, trầm cảm nà bệnh.","Trầm cảm không phải chỉ là một nỗi buồn đơn thuần, trầm cảm là bệnh."
2878,Ng bị trầm cảm cx xứng đáng đc đối xử như nhx bệnh nhân khavs.,Người bị trầm cảm cũng xứng đáng được đối xử như những bệnh nhân khác.
2879,"Ko ng bệnh nào hy vọng mik bị trầm cảm, zà k ia có quyền phán xét hay áp đặt lên ng bệnh.","Không người bệnh nào hy vọng mình bị trầm cảm, và không ai có quyền phán xét hay áp đặt lên người bệnh."
2880,Ôm bn 1 cái 🫂,Ôm bạn 1 cái 🫂
2881,"Tùy ng ah b, này ph giựa vào cảm xúc ng tq á.","Tùy người à bạn, này phải dựa vào cảm xúc người ta á."
2882,"Có ng mioons ở 1 m, có ng muốn đc chia xẻ, hỏi hzn an ủi.","Có người muốn ở 1 mình, có người muốn được chia sẻ, hỏi han an ủi."
2883,Nhg tuyệt nhiên đừng bắt ng ts lmj hết (kiểu như là coi thg vđề bệnh của ng ta í),Nhưng tuyệt nhiên đừng bắt người ta làm gì hết (kiểu như là coi thường vấn đề bệnh của người ta í)
2884,"Cái thứ 4 thì tii ít nghe ai ns lắm, toàn kêu snghi tích cuwjc nên hoặc thay đổi bthan k ah =))))","Cái thứ 4 thì tui ít nghe ai nói lắm, toàn kêu suy nghĩ tích cực lên hoặc thay đổi bản thân không à =))))"
2885,"cơ mà cái thay đổi bthan di, nghe n quạu thsu.","cơ mà cái thay đổi bản thân đi, nghe nó quạu thực sự."
2886,Ai mà hông muốn bản thần m thay đổi tốt hơn ddaau,Ai mà không muốn bản thân mình thay đổi tốt hơn đâu
2887,"uống thuốc điều trị 1-2 tháng, tk b nt hỏi m hết bệnh ch, s m k ddeieuf trị tâm lý trc khi uống thuốc.","uống thuốc điều trị 1-2 tháng, thằng bạn nhắn tin hỏi mày hết bệnh chưa, sao mày không điều trị tâm lý trước khi uống thuốc."
2888,"Trời ạ, rất là lm biếng gth","Trời ạ, rất là làm biếng giải thích"
2889,"""Sống như người bth ik.""","""Sống như người bình thường đi."""
2890,"""Cố thay đổi bthan ik.""","""Cố thay đổi bản thân đi."""
2891,"=)))) coux đó kh lên thui câm lun, gth cx như kh 🥰","=)))) cỡ đó không nên thôi câm luôn, giải thích cũng như không 🥰"
2892,Em hết trầm cảm ch hay vẫn đg bị / trg dai ddoznj uống thuốc?,Em hết trầm cảm chưa hay vẫn đang bị / trong giai đoạn uống thuốc?
2893,“Đi qa bệnh viên Chợ Rẫy xem ngta khổ ms thấy m vonf sướng lắm” 💀,“Đi qua bệnh viện Chợ Rẫy xem người ta khổ mới thấy mình còn sướng lắm” 💀
2894,Vào bv Tâm Thần rùi thấy tụi bây ch có j gọi nà nặng nề ddaua :))) Tht ra thấy hay ko do bthan ng bệnh nhìn nhận,Vào bệnh viện Tâm Thần rồi thấy tụi bây chưa có gì gọi là nặng nề đâu :))) Thật ra thấy hay không do bản thân người bệnh nhìn nhận
2895,như v thì ng bệnh ms chấp nhận,như vậy thì người bệnh mới chấp nhận
2896,Ahhaha bạn hài qá.,Hahaha bạn hài quá.
2897,Đúng là ok bt g.,Đúng là không biết gì.
2898,Đc cái n cg qt.,Được cái nó cũng quan tâm.
2899,Ttin dề bệnh tâm lý còn ít wa nhỉ.,Thông tin về bệnh tâm lý còn ít quá nhỉ.
2900,Kiểu kl lm đc nhg đưa gia lời khuyên zô atcs dụng,Kiểu không làm được nhưng đưa ra lời khuyên vô tác dụng
2901,"V thì lúc đó mình lên lmj nhỉ, để bn một mik hả","Vậy thì lúc đó mình nên làm gì nhỉ, để bạn một mình hả"
2902,Ncl khi bệnh thì m cx lười ns lun í :))) Nma tui bị lưỡng cực nên lúc hưng cảm thì tui chuwit,Nói chung là khi bệnh thì mình cũng lười nói luôn í :))) Nhưng mà tui bị lưỡng cực nên lúc hưng cảm thì tui chửi
2903,luds trầm cảm thì tui khóc 🤣🤣,lúc trầm cảm thì tui khóc 🤣
2904,"- Ngủ sớm ik, đừng có thức khuya r nghĩ ninh tinh","- Ngủ sớm đi, đừng có thức khuya rồi nghĩ linh tinh"
2905,"Ai kêu m thức chi, lằm bấm dt cho cố zô r kêu ko ngủ đc","Ai kêu mày thức chi, nằm bấm điện thoại cho cố vô rồi kêu không ngủ được"
2906,m ko thoải mái với b đó.,mình không thoải mái với bạn đó.
2907,Có nói chuyện nh nhg không thực sự hiểu.,Có nói chuyện nhiều nhưng không thực sự hiểu.
2908,"Bạn ấy có wuas nh mối quan hệ xung quanh, còn mik thì k.","Bạn ấy có quá nhiều mối quan hệ xung quanh, còn mình thì không."
2909,"Đôi khi ngại nhờ zả, ko dám kể chuyện nh hơn về bthan.","Đôi khi ngại nhờ vả, không dám kể chuyện nhiều hơn về bản thân."
2910,Zà ngt có 1 người bn qtrong hơn mình,Và người ta có 1 người bạn quan trọng hơn mình
2911,"TOPIC: Điều j khiến bn nhận ra zằng cả hai cihr oaf ""CHƠI THÂN"" chứ kph ""BẠN THÂN""?","TOPIC: Điều gì khiến bạn nhận ra rằng cả hai chỉ là ""CHƠI THÂN"" chứ không phải ""BẠN THÂN""?"
2912,Qa cách c kể chiyeenj khiến em cảm thấy m tht nhỏ bé trc một tấm nòng nhân cách lớn như cj.,Qua cách chị kể chuyện khiến em cảm thấy mình thật nhỏ bé trước một tấm lòng nhân cách lớn như chị.
2913,Từ cách xử ný hôn nhân đổ vỡ đến việc tu dưỡng sau ly hôn đều khiến ngkh cảm thấy ph ttair qa nhx j họ ms có đc nthe.,Từ cách xử lý hôn nhân đổ vỡ đến việc tu dưỡng sau ly hôn đều khiến người khác cảm thấy phải trải qua những gì họ mới có được như thế.
2914,"Chycs c 8/3 vv, c lunnn đẹp trg lòng qi đó ngoài kia, có em ạ 🥰","Chúc chị 8/3 vui vẻ, chị luôn đẹp trong lòng ai đó ngoài kia, có em ạ 🥰"
2915,8/3 chúc cj hạnh phúc nhé ạ c cx rất giỏi khi mạnh rạn ly hôn vs ng kh phù hợp rồi,8/3 chúc chị hạnh phúc nhé ạ chị cũng rất giỏi khi mạnh dạn ly hôn với người không phù hợp rồi
2916,thoát khỏi mqh tiêu cuwjc nà cx nhẹ lnogf rùi ạ 😚,thoát khỏi mối quan hệ tiêu cực là cũng nhẹ lòng rồi ạ 😚
2917,"Hjhj, ít nhất họ zẫn nghĩ đến m nè.","Hjhj, ít nhất họ vẫn nghĩ đến mình nè."
2918,Hồi cofn sống trung t nào có j 😂😂,Hồi còn sống chung tôi nào có gì 😂😂
2919,"hic cả một quãng tgian dài đau khổ nvay mà c ciws kể nhẹ tênh, càng thấy thw và phục cj nh.","hic cả một quãng thời gian dài đau khổ như vậy mà chị cứ kể nhẹ tênh, càng thấy thương và phục chị nhiều."
2920,chúc cj zà bé lunnn hp và bình na ha,chúc chị và bé luôn hạnh phúc và bình an ạ
2921,"Gần 10 lăm, tính lun thgian yêu nhau là khoảng 13 năm.","Gần 10 năm, tính luôn thời gian yêu nhau là khoảng 13 năm."
2922,"M sứng đáng sống bình an, nên đừng cho hpeps ia lm tổn thg m nhé.","Mình xứng đáng sống bình an, nên đừng cho phép ai làm tổn thương mình nhé."
2923,Tr em kh iheeur nổi c đã ph tfair qa nhx gì tất cả mọi việc trg cs của em trỉ có thể bằng 1 gosc trg ấy,Trời em không hiểu nổi chị đã phải trải qua những gì tất cả mọi việc trong cuộc sống của em chỉ có thể bằng 1 góc trong ấy
2924,nma em ch bao h cư xử dc bình tĩnh như c.,nhưng mà em chưa bao giờ cư xử được bình tĩnh như chị.
2925,P fl 1 ng lạ ơi là lạ và hok ccahs bình thản chấp nhận cs như c ms dc .,Phải follow 1 người lạ ơi là lạ và học cách bình thản chấp nhận cuộc sống như chị mới được .
2926,Em trúc 2 mẹ c c lunnn mạnh khoẻ nhenn ❤️‍🩹,Em chúc 2 mẹ con chị luôn mạnh khoẻ nhenn ❤️‍🩹
2927,"Camf ơn e. Nhx j c đã trải qa, cj ko mong n đến zới bất cứ ai, tệ dà đau đó e","Cảm ơn em. Những gì chị đã trải qua, chị không mong nó đến với bất cứ ai, tệ và đau đó em"
2928,"Gdinh e cug v, mà nhờ đó lên mẹ e ms cis động lực khởi nghiệp và thành công như bh.","Gia đình em cũng vậy, mà nhờ đó nên mẹ em mới có động lực khởi nghiệp và thành công như bây giờ."
2929,C cố gắng lên nhé nhớ iu thw em nhìu nên,Chị cố gắng lên nhé nhớ yêu thương em nhiều lên
2930,có g nhớ hỏi han qtam em n ạ❤️ omng c với e hp vv sau nàyyy,có gì nhớ hỏi han quan tâm em nó ạ❤️ mong chị với em hạnh phúc vui vẻ sau nàyyy
2931,khong ph chịu thêm bất kì điều j tồi tệ nx,không phải chịu thêm bất kì điều gì tồi tệ nữa
2932,"chị nch nhẹ nhàng tc qá chị ạ, tht sự em thấy em còn trẻ, lóng giận nh lúc trẻ cn.","chị nói chuyện nhẹ nhàng tình cảm quá chị ạ, thật sự em thấy em còn trẻ, nóng giận nhiều lúc trẻ con."
2933,nhìn acchs cj trl domment mà thấy nhẹ tênh nun,nhìn cách chị trả lời comment mà thấy nhẹ tênh luôn
2934,Cảm ơn bé 🥰,Cảm ơn bé 🥰
2935,"Vs c, mọi thứ đã qa.","Với chị, mọi thứ đã qua."
2936,C cx kl c đau khi nghĩ về nhx tổn thg trg uqas khứ nhg cug ko còn cảm uxcs zới chồng,Chị cũng không còn đau khi nghĩ về những tổn thương trong quá khứ nhưng cũng không còn cảm xúc với chồng
2937,nên c xhir xem ank ấy như một ng b một ng quen để cho ảnh ddv gần cn.,nên chị chỉ xem anh ấy như một người bạn một người quen để cho ảnh được gần con.
2938,C cũg ki muốn cn cias tổn thg vì gd đổ vỡ.,Chị cũng không muốn con cái tổn thương vì gia đình đổ vỡ.
2939,Từ lúc cuới đến lúc lý hôn là bao laqu v b?,Từ lúc cuới đến lúc lý hôn là bao lâu vậy bạn?
2940,"Zạ zâng, tất cả sẽ ổn.","Dạ vâng, tất cả sẽ ổn."
2941,C trúc oco lun mạnh khoẻ và bình an 🫂,Con chúc cô luôn mạnh khoẻ và bình an 🫂
2942,Đúng là đàn ông bỏ dợ xog ko thấy ai tốt đc như vk.,Đúng là đàn ông bỏ vợ xong không thấy ai tốt được như vợ.
2943,Còn phụ lữ mà bỏ ck xog nhìn đâu cx thấy ng tốt hơn chồng mk :)))).,Còn phụ nữ mà bỏ chồng xong nhìn đâu cũng thấy người tốt hơn chồng mình :)))).
2944,Ê mà tôi nhớ câu lày có đúng z ko nhỉ,Ê mà tôi nhớ câu này có đúng thế không nhỉ
2945,Chỉ riêng việc ck ko tru cấp 1 đồng nào là đủ ly hôn r.,Chỉ riêng việc chồng không chu cấp 1 đồng nào là đủ ly hôn rồi.
2946,Lấy ck hay nấy thêm c để nuôi v,Lấy chồng hay lấy thêm con để nuôi vậy
2947,Y như hoàn cảnh caur tui .,Y như hoàn cảnh của tôi .
